"Latitude","Longitude","Species","DBH"
47.6154298667,-122.035318647,"Zelkova, Japanese (Zelkova serrata)",8
47.6156480415,-122.035336529,"Zelkova, Japanese (Zelkova serrata)",9
47.6157649635,-122.035347258,"Zelkova, Japanese (Zelkova serrata)",9
47.6158662153,-122.035331164,"Zelkova, Japanese (Zelkova serrata)",6
47.6153810487,-122.035627995,"Zelkova, Japanese (Zelkova serrata)",4
47.6156751628,-122.035617266,"Zelkova, Japanese (Zelkova serrata)",6
47.6160247225,-122.035631571,"Zelkova, Japanese (Zelkova serrata)",6
47.6158487376,-122.035624419,"Zelkova, Japanese (Zelkova serrata)",8
47.6161229602,-122.035340105,"Zelkova, Japanese (Zelkova serrata)",7
47.6161952825,-122.035338317,"Zelkova, Japanese (Zelkova serrata)",5
47.6163158194,-122.03534547,"Zelkova, Japanese (Zelkova serrata)",6
47.6189488787,-122.035502826,"Maple, Red (Acer rubrum)",4
47.6176646082,-122.035300766,"Maple, Red (Acer rubrum)",7
47.6177622404,-122.035293614,"Maple, Red (Acer rubrum)",6
47.6178478191,-122.035304343,"Maple, Red (Acer rubrum)",7
47.6179044696,-122.03529719,"Maple, Red (Acer rubrum)",6
47.6265172442,-122.035544274,"Maple, Red (Acer rubrum)",5
47.5984280647,-122.035460537,"Pear, Callery (Pyrus calleryana)",7
47.5852739745,-122.035656878,"Pear, Callery (Pyrus calleryana)",3
47.5855970037,-122.035649668,"Pear, Callery (Pyrus calleryana)",2
47.5934817703,-122.035422856,"Tupelo, Black (Nyssa sylvatica)",7
47.6079396516,-122.035429509,"Chokecherry, Common (Prunus virginiana)",9
47.607831151,-122.035429509,"Chokecherry, Common (Prunus virginiana)",8
47.5923432357,-122.035318389,"Tree, Unknown (Unknown Tree)",8
47.592536119,-122.035321399,"Tree, Unknown (Unknown Tree)",6
47.5929777173,-122.035312367,"Tree, Unknown (Unknown Tree)",7
47.5928163059,-122.035318389,"Tree, Unknown (Unknown Tree)",10
47.5920346211,-122.035285272,"Tree, Unknown (Unknown Tree)",6
47.5931068108,-122.035310478,"Tree, Unknown (Unknown Tree)",7
47.5932937253,-122.035301537,"Tree, Unknown (Unknown Tree)",9
47.5934565213,-122.035303326,"Tree, Unknown (Unknown Tree)",10
47.5937797,-122.035296173,"Tree, Unknown (Unknown Tree)",10
47.5938448178,-122.035303326,"Tree, Unknown (Unknown Tree)",10
47.5940329356,-122.035287232,"Tree, Unknown (Unknown Tree)",7
47.5942680819,-122.035301537,"Tree, Unknown (Unknown Tree)",7
47.5943392286,-122.035299749,"Tree, Unknown (Unknown Tree)",10
47.5945804028,-122.035299749,"Tree, Unknown (Unknown Tree)",9
47.5952556848,-122.035296173,"Tree, Unknown (Unknown Tree)",6
47.596027425,-122.035303326,"Pear, Callery (Pyrus calleryana)",8
47.5961140902,-122.035306245,"Pear, Callery (Pyrus calleryana)",10
47.5982863667,-122.035342372,"Pear, Callery (Pyrus calleryana)",9
47.598408174,-122.035343877,"Pear, Callery (Pyrus calleryana)",9
47.5984934388,-122.035342372,"Pear, Callery (Pyrus calleryana)",4
47.5986487424,-122.035337856,"Pear, Callery (Pyrus calleryana)",9
47.5988629184,-122.035331835,"Pear, Callery (Pyrus calleryana)",9
47.5989969049,-122.035297213,"Pear, Callery (Pyrus calleryana)",10
47.6049347054,-122.035298975,"Ash (Fraxinus species)",6
47.6050010151,-122.035300764,"Ash (Fraxinus species)",5
47.6051071102,-122.035293611,"Ash (Fraxinus species)",5
47.6048093198,-122.035291823,"Ash (Fraxinus species)",6
47.6079203626,-122.03529361,"Chokecherry, Common (Prunus virginiana)",7
47.6080216296,-122.035290034,"Chokecherry, Common (Prunus virginiana)",7
47.6087618374,-122.03557256,"Chokecherry, Common (Prunus virginiana)",8
47.6086557497,-122.035579712,"Chokecherry, Common (Prunus virginiana)",9
47.6089788345,-122.035615475,"Chokecherry, Common (Prunus virginiana)",8
47.6083230184,-122.035576136,"Chokecherry, Common (Prunus virginiana)",7
47.6085713615,-122.035583288,"Chokecherry, Common (Prunus virginiana)",7
47.6088920358,-122.03557256,"Chokecherry, Common (Prunus virginiana)",8
47.6084773288,-122.035568983,"Chokecherry, Common (Prunus virginiana)",9
47.6081277187,-122.035590441,"Plum (Prunus species)",4
47.6079902851,-122.035586865,"Chokecherry, Common (Prunus virginiana)",7
47.6074501917,-122.035594017,"Ash (Fraxinus species)",6
47.6083929404,-122.03557256,"Chokecherry, Common (Prunus virginiana)",6
47.6077901618,-122.035594017,"Chokecherry, Common (Prunus virginiana)",8
47.60770095,-122.03560117,"Chokecherry, Common (Prunus virginiana)",8
47.5801897708,-122.035650069,"Serviceberry, Allegheny (Amelanchier laevis)",1
47.6073392789,-122.035586865,"Ash (Fraxinus species)",4
47.6072404217,-122.035597593,"Ash (Fraxinus species)",6
47.607151209,-122.035594017,"Ash (Fraxinus species)",6
47.6069944835,-122.035579712,"Ash (Fraxinus species)",6
47.6066786199,-122.035586865,"Ash (Fraxinus species)",6
47.6056068393,-122.035894423,"Plum (Prunus species)",1
47.6055923719,-122.036048202,"Plum (Prunus species)",2
47.6056164842,-122.036219863,"Ash (Fraxinus species)",5
47.6055947832,-122.036327151,"Ash (Fraxinus species)",5
47.6055996056,-122.036452321,"Ash (Fraxinus species)",5
47.6056068393,-122.036541727,"Plum (Prunus species)",2
47.605582726993,-122.036733951885,"Ash (Fraxinus species)",4
47.6085653337,-122.035318644,"Oak, Northern Red (Quercus rubra)",8
47.606432679,-122.035583288,"Ash (Fraxinus species)",7
47.6062060266,-122.035608322,"Ash (Fraxinus species)",7
47.6063048857,-122.035597593,"Ash (Fraxinus species)",3
47.6060951112,-122.035594017,"Ash (Fraxinus species)",5
47.6060058965,-122.035608322,"Ash (Fraxinus species)",5
47.6059142704,-122.035615475,"Ash (Fraxinus species)",7
47.6053325618,-122.035268577,"Ash (Fraxinus species)",3
47.6002741356,-122.035490306,"Linden, Littleleaf (Tilia cordata)",7
47.6015600386,-122.035692365,"Dogwood, Pacific (Cornus nuttallii)",4
47.6010958391,-122.035644086,"Oak, Scarlet (Quercus coccinea)",8
47.6006521329,-122.035642298,"Dogwood, Pacific (Cornus nuttallii)",5
47.6005472344,-122.035640509,"Dogwood, Pacific (Cornus nuttallii)",5
47.6004640389,-122.035635145,"Dogwood, Pacific (Cornus nuttallii)",5
47.601665922,-122.036009133,"Katsura Tree (Cercidiphyllum japonicum)",10
47.6015817842,-122.036312174,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6007961702,-122.036257983,"Maple, Red (Acer rubrum)",4
47.6013221578,-122.03571964,"Fir, Douglas (Pseudotsuga menziesii)",10
47.601310138,-122.036053341,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6010298363,-122.036619493,"Maple, Paperbark (Acer griseum)",4
47.6007740536,-122.037351069,"Oak, Northern Pin (Quercus ellipsoidalis)",3
47.6017192894,-122.03658598,"Fir, Douglas (Pseudotsuga menziesii)",14
47.600791843,-122.036989559,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6014514903,-122.036286505,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.601665922,-122.035942108,"Katsura Tree (Cercidiphyllum japonicum)",4
47.6012678285,-122.035706092,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.6015923615,-122.036312174,"Arborvitae, Oriental (Platycladus orientalis)",6
47.601351486,-122.036049063,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6007952086,-122.036298626,"Maple, Red (Acer rubrum)",3
47.6008682895,-122.037440199,"Oak, Northern Pin (Quercus ellipsoidalis)",3
47.6010471449,-122.03667511,"Maple, Paperbark (Acer griseum)",6
47.6016010157,-122.036311461,"Arborvitae, Oriental (Platycladus orientalis)",6
47.601139457,-122.035709657,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6014000458,-122.036049063,"Oak, Northern Pin (Quercus ellipsoidalis)",3
47.6009192537,-122.037464442,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6009649291,-122.036033376,"Katsura Tree (Cercidiphyllum japonicum)",9
47.6016615949,-122.035889343,"Katsura Tree (Cercidiphyllum japonicum)",9
47.6010625302,-122.036729301,"Maple, Paperbark (Acer griseum)",4
47.601611593,-122.036311461,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6010779156,-122.03571037,"Oak, Northern Pin (Quercus ellipsoidalis)",8
47.6016144777,-122.035886491,"Katsura Tree (Cercidiphyllum japonicum)",8
47.6009634868,-122.035977759,"Katsura Tree (Cercidiphyllum japonicum)",7
47.6010370482,-122.037385295,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6014486056,-122.036047637,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6010827236,-122.036784918,"Maple, Paperbark (Acer griseum)",4
47.6016212088,-122.036310035,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6010562799,-122.035791657,"Katsura Tree (Cercidiphyllum japonicum)",6
47.6009856033,-122.037380304,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6011750357,-122.037429503,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6016226511,-122.035947812,"Katsura Tree (Cercidiphyllum japonicum)",7
47.6016264974,-122.036308609,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6010384906,-122.037316844,"Oak, Northern Pin (Quercus ellipsoidalis)",11
47.6009437742,-122.037371034,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6016202472,-122.035999151,"Katsura Tree (Cercidiphyllum japonicum)",7
47.6017034234,-122.036580276,"Maple, Japanese (Acer palmatum)",1
47.6010543567,-122.035857256,"Katsura Tree (Cercidiphyllum japonicum)",7
47.6014048538,-122.036287218,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6007875159,-122.036846952,"Oak, Northern Pin (Quercus ellipsoidalis)",9
47.6016284206,-122.036329287,"Arborvitae, Oriental (Platycladus orientalis)",7
47.6009644484,-122.03591929,"Katsura Tree (Cercidiphyllum japonicum)",6
47.6008985796,-122.037349643,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6009928152,-122.037316844,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.6016255359,-122.036339982,"Arborvitae, Oriental (Platycladus orientalis)",5
47.6016918845,-122.036573146,"Maple, Japanese (Acer palmatum)",1
47.601051472,-122.035914299,"Katsura Tree (Cercidiphyllum japonicum)",6
47.6007870351,-122.036766379,"Oak, Northern Pin (Quercus ellipsoidalis)",10
47.6013625442,-122.036288644,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6014942806,-122.036046924,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6009432934,-122.037306861,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6016933269,-122.036594537,"Maple, Japanese (Acer palmatum)",4
47.6016914038,-122.036507546,"Maple, Japanese (Acer palmatum)",4
47.6008514617,-122.037317557,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6016087083,-122.035802352,"Oak, Northern Pin (Quercus ellipsoidalis)",14
47.6009620444,-122.035856543,"Katsura Tree (Cercidiphyllum japonicum)",5
47.6009048299,-122.037289035,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.601704385,-122.0368605,"Maple, Japanese (Acer palmatum)",2
47.6016846727,-122.036520381,"Maple, Japanese (Acer palmatum)",4
47.6017077505,-122.036233027,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6010543567,-122.035969203,"Katsura Tree (Cercidiphyllum japonicum)",9
47.600958198,-122.035782387,"Katsura Tree (Cercidiphyllum japonicum)",11
47.600874059,-122.037254809,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.6008120365,-122.037271209,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6007860735,-122.036686519,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.6016923653,-122.03652965,"Maple, Japanese (Acer palmatum)",3
47.6013168691,-122.036293635,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6015505329,-122.035757431,"Fir, Douglas (Pseudotsuga menziesii)",14
47.6017106352,-122.036281513,"Oak, Northern Pin (Quercus ellipsoidalis)",3
47.6017192894,-122.036895439,"Maple, Japanese (Acer palmatum)",2
47.6008399226,-122.037223436,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6017168855,-122.03633,"Arborvitae, Oriental (Platycladus orientalis)",7
47.6010586839,-122.036030524,"Katsura Tree (Cercidiphyllum japonicum)",9
47.6007956894,-122.037154271,"Oak, Northern Pin (Quercus ellipsoidalis)",9
47.6007913623,-122.036617354,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.6017231357,-122.037000255,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6016644796,-122.036233027,"Oak, Northern Pin (Quercus ellipsoidalis)",6
47.6011423418,-122.036291496,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",5
47.6009197345,-122.036251566,"Maple, Red (Acer rubrum)",4
47.6012207109,-122.036047637,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6015038964,-122.035731762,"Fir, Douglas (Pseudotsuga menziesii)",14
47.6017000579,-122.036333565,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6009610828,-122.036252992,"Maple, Red (Acer rubrum)",4
47.6017370785,-122.036911125,"Maple, Japanese (Acer palmatum)",1
47.6007956894,-122.037067994,"Oak, Northern Pin (Quercus ellipsoidalis)",8
47.601141861,-122.03625014,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",3
47.6016692875,-122.036279374,"Oak, Northern Pin (Quercus ellipsoidalis)",4
47.6009173305,-122.036296487,"Maple, Red (Acer rubrum)",3
47.601259655,-122.036056907,"Oak, Northern Pin (Quercus ellipsoidalis)",3
47.6014639909,-122.035724631,"Oak, Northern Pin (Quercus ellipsoidalis)",10
47.6016923653,-122.036332852,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6010971473,-122.0362972,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",3
47.6009620444,-122.036292209,"Maple, Red (Acer rubrum)",4
47.6010966665,-122.036250853,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",4
47.6016197664,-122.036284365,"Oak, Northern Pin (Quercus ellipsoidalis)",7
47.600841365,-122.036255131,"Maple, Red (Acer rubrum)",3
47.6010572415,-122.036256557,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",2
47.6014178351,-122.035718927,"Oak, Northern Pin (Quercus ellipsoidalis)",12
47.601681788,-122.036341408,"Arborvitae, Oriental (Platycladus orientalis)",6
47.6014966845,-122.036286505,"Oak, Northern Pin (Quercus ellipsoidalis)",5
47.6008408842,-122.036299339,"Maple, Red (Acer rubrum)",3
47.6010606071,-122.036293635,"Maple, Sugar 'Green Mountain' (Acer saccharum 'Green Mountain')",4
47.6010192589,-122.036563163,"Maple, Paperbark (Acer griseum)",5
47.6014019968,-122.037139108,"Arborvitae, Oriental (Platycladus orientalis)",4
47.6000426335,-122.035476001,"Linden, Littleleaf (Tilia cordata)",9
47.6001824995,-122.035479577,"Linden, Littleleaf (Tilia cordata)",8
47.6004839335,-122.035483154,"Linden, Littleleaf (Tilia cordata)",10
47.600580392,-122.035476001,"Linden, Littleleaf (Tilia cordata)",8
47.6006937305,-122.03548673,"Linden, Littleleaf (Tilia cordata)",7
47.6008022459,-122.035483154,"Linden, Littleleaf (Tilia cordata)",8
47.6003754175,-122.03548673,"Linden, Littleleaf (Tilia cordata)",10
47.601308648,-122.035315069,"Dogwood, Pacific (Cornus nuttallii)",9
47.5999389396,-122.035336526,"Dogwood, Pacific (Cornus nuttallii)",6
47.600054691,-122.035311492,"Dogwood, Pacific (Cornus nuttallii)",6
47.6005586888,-122.035340103,"Dogwood, Pacific (Cornus nuttallii)",7
47.6001463274,-122.035286458,"Dogwood, Pacific (Cornus nuttallii)",6
47.6007588398,-122.035336527,"Pear, Callery (Pyrus calleryana)",7
47.6010940306,-122.035311493,"Dogwood, Pacific (Cornus nuttallii)",7
47.601690858,-122.034807237,"Mountain-ash, European (Sorbus aucuparia)",5
47.6016643325,-122.033484017,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016884466,-122.033612763,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016860352,-122.033723627,"Mountain-ash, European (Sorbus aucuparia)",5
47.6017005036,-122.033823763,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016812123,-122.033934627,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016836238,-122.034145627,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016956808,-122.034281525,"Mountain-ash, European (Sorbus aucuparia)",4
47.6017077378,-122.034395966,"Mountain-ash, European (Sorbus aucuparia)",4
47.6016956808,-122.034635576,"Mountain-ash, European (Sorbus aucuparia)",4
47.5971063882,-122.035564562,"Pear, Callery (Pyrus calleryana)",7
47.5970008193,-122.035564562,"Pear, Callery (Pyrus calleryana)",6
47.5968632313,-122.035440217,"Linden, Littleleaf (Tilia cordata)",9
47.5969657552,-122.035446238,"Linden, Littleleaf (Tilia cordata)",9
47.5968841575,-122.037235187,"Linden, Littleleaf (Tilia cordata)",1
47.5970832213,-122.0372359,"Linden, Littleleaf (Tilia cordata)",1
47.5971606348,-122.037230196,"Linden, Littleleaf (Tilia cordata)",1
47.5972423757,-122.037229483,"Linden, Littleleaf (Tilia cordata)",1
47.5970632034,-122.035322803,"Pear, Callery (Pyrus calleryana)",10
47.5971555761,-122.03533033,"Pear, Callery (Pyrus calleryana)",10
47.5972256168,-122.035325814,"Pear, Callery (Pyrus calleryana)",10
47.596508964,-122.035422153,"Linden, Littleleaf (Tilia cordata)",9
47.5963790316,-122.035306245,"Pear, Callery (Pyrus calleryana)",10
47.5965769754,-122.035306245,"Pear, Callery (Pyrus calleryana)",9
47.5960652753,-122.035562502,"Pear, Callery (Pyrus calleryana)",7
47.596114588,-122.035559412,"Pear, Callery (Pyrus calleryana)",11
47.5960237095,-122.035569553,"Pear, Callery (Pyrus calleryana)",8
47.5962750276,-122.035554262,"Pear, Callery (Pyrus calleryana)",10
47.5963312855,-122.035557352,"Pear, Callery (Pyrus calleryana)",10
47.5962044344,-122.035422153,"Pear, Callery (Pyrus calleryana)",5
47.5963181256,-122.035423658,"Pear, Callery (Pyrus calleryana)",9
47.5938985163,-122.035551598,"Tree, Unknown (Unknown Tree)",5
47.5942735849,-122.035555718,"Tree, Unknown (Unknown Tree)",4
47.5943367907,-122.035551598,"Tree, Unknown (Unknown Tree)",3
47.5944041637,-122.035549539,"Tree, Unknown (Unknown Tree)",3
47.5937318183,-122.035434185,"Tupelo, Black (Nyssa sylvatica)",7
47.5940200667,-122.035429035,"Tupelo, Black (Nyssa sylvatica)",7
47.5944618128,-122.035433155,"Tupelo, Black (Nyssa sylvatica)",7
47.59455419,-122.035429035,"Tupelo, Black (Nyssa sylvatica)",7
47.5931208552,-122.035440318,"Tupelo, Black (Nyssa sylvatica)",10
47.5931807497,-122.035437307,"Tupelo, Black (Nyssa sylvatica)",9
47.5900874646,-122.035306346,"Dogwood, Pacific (Cornus nuttallii)",8
47.590531114,-122.035307852,"Dogwood, Pacific (Cornus nuttallii)",8
47.5900379308,-122.035556974,"Dogwood, Pacific (Cornus nuttallii)",7
47.5898306131,-122.035432792,"Katsura Tree (Cercidiphyllum japonicum)",16
47.5896174154,-122.035443329,"Katsura Tree (Cercidiphyllum japonicum)",15
47.5889595425,-122.035331936,"Dogwood, Pacific (Cornus nuttallii)",8
47.5888671553,-122.035342474,"Dogwood, Pacific (Cornus nuttallii)",7
47.5892306115,-122.03532441,"Dogwood, Pacific (Cornus nuttallii)",6
47.5891328264,-122.035564183,"Dogwood, Pacific (Cornus nuttallii)",5
47.5892279916,-122.035565213,"Dogwood, Pacific (Cornus nuttallii)",6
47.5867591973,-122.035644519,"Pear, Callery (Pyrus calleryana)",6
47.586553575,-122.035690866,"Pear, Callery (Pyrus calleryana)",3
47.5866369355,-122.035651728,"Pear, Callery (Pyrus calleryana)",5
47.5840516748,-122.035543769,"Honeylocust, Thornless (Gleditsia triacanthos inermis)",6
47.5839696996,-122.035540679,"Honeylocust, Thornless (Gleditsia triacanthos inermis)",6
47.5839134284,-122.035542739,"Honeylocust, Thornless (Gleditsia triacanthos inermis)",6
47.5838370107,-122.035543769,"Honeylocust, Thornless (Gleditsia triacanthos inermis)",7
47.5837460136,-122.0355487,"Honeylocust (Gleditsia triacanthos)",7
47.6222700495,-122.034806478,"Sweetgum, Common (Liquidambar styraciflua)",8
47.6225338972,-122.034383647,"Spruce (Picea species)",8
47.6225478345,-122.034438551,"Birch (Betula species)",8
47.6226900906,-122.03440789,"Sweetgum, Common (Liquidambar styraciflua)",6
47.6227612185,-122.034298082,"Cedar, Port Orford (Chamaecyparis lawsoniana)",8
47.6305443636,-122.034581021,"Plum (Prunus species)",15
47.5918725961,-122.035046074,"Sweetgum, Common (Liquidambar styraciflua)",3
47.5919767557,-122.035256671,"Dogwood, Pacific (Cornus nuttallii)",9
47.5923627637,-122.033726191,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5923386453,-122.033833479,"Sweetgum, Common (Liquidambar styraciflua)",5
47.5923060855,-122.03395686,"Sweetgum, Common (Liquidambar styraciflua)",5
47.592267496,-122.034085606,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5922433775,-122.034191106,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5922059939,-122.034291241,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5921674044,-122.03440747,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5921227852,-122.034538004,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5920829896,-122.034632775,"Sweetgum, Common (Liquidambar styraciflua)",5
47.5920311348,-122.034757944,"Sweetgum, Common (Liquidambar styraciflua)",4
47.5919720443,-122.034917088,"Sweetgum, Common (Liquidambar styraciflua)",5
47.5943488756,-122.034610423,"Maple, Red (Acer rubrum)",3
47.5943741989,-122.034492406,"Maple, Red (Acer rubrum)",3
47.5943778165,-122.03435472,"Maple, Red (Acer rubrum)",4
47.5941565383,-122.034787448,"Maple, Red (Acer rubrum)",3
47.5939611856,-122.034791025,"Maple, Red (Acer rubrum)",3
47.5940528326,-122.034633669,"Maple, Red (Acer rubrum)",3
47.5937995971,-122.034644398,"Maple, Red (Acer rubrum)",3
47.5937296556,-122.034801754,"Maple, Red (Acer rubrum)",4
47.5936259491,-122.034808906,"Maple, Red (Acer rubrum)",2
47.5933992412,-122.034801754,"Maple, Red (Acer rubrum)",3
47.593493301,-122.034669432,"Maple, Red (Acer rubrum)",5
47.5930887222,-122.034403,"Maple, Red (Acer rubrum)",3
47.5931068108,-122.034585389,"Maple, Red (Acer rubrum)",4
47.5933268874,-122.034819635,"Maple, Red (Acer rubrum)",3
47.6237552783,-122.03197622,"Fir, Douglas (Pseudotsuga menziesii)",15
47.6246049447,-122.032325608,"Plum (Prunus species)",2
47.6245208437,-122.032274982,"Maple, Red (Acer rubrum)",3
47.6246938513,-122.032160896,"Maple, Red (Acer rubrum)",15
47.6247491174,-122.032156618,"Cedar, Deodar (Cedrus deodara)",10
47.6248010196,-122.032575884,"Maple, Red (Acer rubrum)",5
47.6246626138,-122.032382651,"Maple, Red (Acer rubrum)",10
47.6247010599,-122.032411886,"Maple, Red (Acer rubrum)",9
47.624730375,-122.032449676,"Maple, Red (Acer rubrum)",11
47.6248428296,-122.032291382,"Pine (Pinus species)",14
47.6248880035,-122.032412599,"Maple, Red (Acer rubrum)",7
47.6250432287,-122.032786943,"Plum (Prunus species)",2
47.6249845988,-122.03263364,"Spruce, Blue (Picea pungens)",6
47.6251513574,-122.033176262,"Plum (Prunus species)",16
47.6258601958,-122.033721735,"Plum (Prunus species)",16
47.6260495381,-122.034084671,"Magnolia, Southern (Magnolia grandiflora)",1
47.6263234585,-122.034173088,"Fir, Douglas (Pseudotsuga menziesii)",24
47.6263681506,-122.034277904,"Fir, Douglas (Pseudotsuga menziesii)",20
47.6265757523,-122.034401973,"Maple, Red (Acer rubrum)",16
47.6267035807,-122.034416947,"Maple, Red (Acer rubrum)",17
47.6266233276,-122.034416947,"Maple, Red (Acer rubrum)",10
47.6266584083,-122.034424077,"Maple, Red (Acer rubrum)",4
47.6269255977,-122.034623728,"Pine (Pinus species)",10
47.6269553922,-122.034645832,"Pine (Pinus species)",12
47.6269770171,-122.034680771,"Pine (Pinus species)",10
47.6290846071,-122.033346683,"Plum (Prunus species)",1
47.6291369854,-122.033400874,"Maple, Paperbark (Acer griseum)",3
47.6293791745,-122.033946347,"Fir, Douglas (Pseudotsuga menziesii)",45
47.6293854214,-122.034049025,"Fir, Douglas (Pseudotsuga menziesii)",12
47.6292893148,-122.033825131,"Cedar, Western Red (Thuja plicata)",22
47.6293162247,-122.03386007,"Cedar, Western Red (Thuja plicata)",20
47.6293657196,-122.033676106,"Cedar, Western Red (Thuja plicata)",7
47.6315246193,-122.033287571,"Cedar, Western Red (Thuja plicata)",17
47.5738218905,-122.034868689,"Cedar, Western Red (Thuja plicata)",30
47.5737901416,-122.035014862,"Fir, Douglas (Pseudotsuga menziesii)",23
47.5738103454,-122.035265851,"Cedar, Western Red (Thuja plicata)",55
47.5708149507,-122.034735251,"Cedar, Western Red (Thuja plicata)",12
47.5707413468,-122.034658243,"Cedar, Western Red (Thuja plicata)",27
47.5708226478,-122.034698886,"Cedar, Western Red (Thuja plicata)",20
47.5708274585,-122.034655391,"Cedar, Western Red (Thuja plicata)",33
47.5707524114,-122.034752364,"Fir, Douglas (Pseudotsuga menziesii)",25
47.5707350929,-122.034723842,"Cedar, Western Red (Thuja plicata)",25
47.635801417,-122.037744391,"Cedar, Port Orford (Chamaecyparis lawsoniana)",20
47.6214842658,-122.034170449,"Sweetgum, Common (Liquidambar styraciflua)",8
47.6216447877,-122.03387739,"Spruce, Blue (Picea pungens)",8
47.6215972079,-122.033689861,"Fir, Douglas (Pseudotsuga menziesii)",15
47.6217216842,-122.033085919,"Spruce, Blue (Picea pungens)",18
47.6223123422,-122.032878425,"Maple, Red (Acer rubrum)",7
47.6220710816,-122.031993545,"Maple, Red (Acer rubrum)",5
47.622123467,-122.032223143,"Maple, Red (Acer rubrum)",7
47.6343588657,-122.035183951,"Cedar, Western Red (Thuja plicata)",20
47.6343444511,-122.035179673,"Cedar, Western Red (Thuja plicata)",10
47.6354786979,-122.036627933,"Maple (Acer species)",12
47.6357736563,-122.037733062,"Fir, Douglas (Pseudotsuga menziesii)",2
47.6357826785,-122.037729972,"Cedar, Port Orford (Chamaecyparis lawsoniana)",8
47.5943802282,-122.031432908,"Maple, Red (Acer rubrum)",2
47.594429669,-122.031508009,"Maple, Red (Acer rubrum)",2
47.594495992,-122.031590264,"Maple, Red (Acer rubrum)",2
47.5935324926,-122.033732449,"Maple, Red (Acer rubrum)",4
47.5942909936,-122.033737813,"Maple, Red (Acer rubrum)",5
47.5590114044,-122.033386524,"Maple, Red (Acer rubrum)",3
47.5590147726,-122.03352414,"Maple, Red (Acer rubrum)",3
47.5590186221,-122.033672452,"Maple, Red (Acer rubrum)",2
47.559023915,-122.034297786,"Maple, Red (Acer rubrum)",3
47.5590287268,-122.034436115,"Maple, Red (Acer rubrum)",2
47.559029208,-122.034575158,"Maple, Red (Acer rubrum)",3
47.5943766107,-122.034177695,"Maple, Red (Acer rubrum)",3
47.5943766107,-122.034020339,"Maple, Red (Acer rubrum)",3
47.5943452579,-122.033921991,"Maple, Red (Acer rubrum)",4
47.5942005529,-122.033728873,"Maple, Red (Acer rubrum)",5
47.5941257884,-122.033880864,"Maple, Red (Acer rubrum)",3
47.5939666122,-122.033737813,"Maple, Red (Acer rubrum)",4
47.593832759,-122.033861195,"Maple, Red (Acer rubrum)",3
