"Latitude","Longitude","Species","DBH"
47.5799083921,-121.997650123,"Spruce (Picea species)",7
47.5799891979,-121.997568124,"Spruce (Picea species)",8
47.5805168376,-121.995937407,"Maple, Bigleaf (Acer macrophyllum)",13
47.5804389185,-121.995909599,"Cedar, Western Red (Thuja plicata)",18
47.5804134265,-121.995903894,"Cedar, Western Red (Thuja plicata)",18
47.5803826435,-121.995899616,"Cedar, Western Red (Thuja plicata)",11
47.5802883708,-121.99578553,"Sweetgum, Common (Liquidambar styraciflua)",10
47.5803465698,-121.995786243,"Sweetgum, Common (Liquidambar styraciflua)",10
47.5804086166,-121.995786243,"Plum (Prunus species)",10
47.5804451713,-121.995801217,"Plum (Prunus species)",5
47.5801513484,-121.995572978,"Plum (Prunus species)",7
47.5810932589,-122.044286091,"Maple, Red (Acer rubrum)",3
47.581091335,-122.044444386,"Maple, Red (Acer rubrum)",3
47.5810884492,-122.044132075,"Maple, Red (Acer rubrum)",4
47.5809561805,-122.041575123,"Maple, Red (Acer rubrum)",5
47.5809157783,-122.036166022,"Maple, Red (Acer rubrum)",4
47.5809119305,-122.036049797,"Maple, Red (Acer rubrum)",5
47.5809172213,-122.036446959,"Maple, Red (Acer rubrum)",5
47.5809095256,-122.035927154,"Maple, Red (Acer rubrum)",5
47.5809148164,-122.036311481,"Maple, Red (Acer rubrum)",4
47.580836732,-122.04227181,"Cedar, Western Red (Thuja plicata)",18
47.5809581044,-122.041466742,"Maple, Red (Acer rubrum)",5
47.5809624332,-122.041273509,"Maple, Red (Acer rubrum)",1
47.5809590663,-122.041181527,"Maple, Red (Acer rubrum)",2
47.5809595473,-122.041369056,"Maple, Red (Acer rubrum)",2
47.5809585854,-122.041031076,"Maple, Red (Acer rubrum)",5
47.5809537756,-122.040857808,"Maple, Red (Acer rubrum)",7
47.5809475229,-122.040477046,"Plum (Prunus species)",2
47.5809528136,-122.040164022,"Plum (Prunus species)",2
47.5809494468,-122.040251013,"Plum (Prunus species)",3
47.5807234881,-122.03956924,"Maple, Freeman (Acer x freemanii)",6
47.5808068579,-122.03955894,"Maple, Freeman (Acer x freemanii)",5
47.581047238,-122.039419804,"Oak, Northern Red (Quercus rubra)",6
47.5810486274,-122.039349768,"Oak, Northern Red (Quercus rubra)",6
47.5810541854,-122.039303421,"Oak, Northern Red (Quercus rubra)",5
47.5810507117,-122.039075803,"Oak, Northern Red (Quercus rubra)",5
47.5810527959,-122.039014007,"Oak, Northern Red (Quercus rubra)",5
47.5810451537,-122.03895736,"Oak, Northern Red (Quercus rubra)",5
47.5810402905,-122.038723563,"Oak, Northern Red (Quercus rubra)",5
47.5810423747,-122.038654557,"Oak, Northern Red (Quercus rubra)",6
47.5810486274,-122.03859997,"Oak, Northern Red (Quercus rubra)",5
47.5810451537,-122.038250819,"Oak, Northern Red (Quercus rubra)",7
47.5809398272,-122.039037423,"Maple, Red (Acer rubrum)",6
47.5809393462,-122.038954711,"Maple, Red (Acer rubrum)",5
47.5809417511,-122.038851321,"Plum (Prunus species)",3
47.5810326483,-122.038105597,"Oak, Northern Red (Quercus rubra)",6
47.581036122,-122.038027322,"Oak, Northern Red (Quercus rubra)",6
47.5809268408,-122.037676235,"Maple, Red (Acer rubrum)",8
47.5809196262,-122.037350377,"Maple, Red (Acer rubrum)",7
47.5809258789,-122.037199926,"Birch, Paper (Betula papyrifera)",1
47.5809253979,-122.03744022,"Maple, Red (Acer rubrum)",7
47.5809249169,-122.037081562,"Maple, Red (Acer rubrum)",6
47.5810395958,-122.03786974,"Oak, Northern Red (Quercus rubra)",5
47.5810375115,-122.037836782,"Oak, Northern Red (Quercus rubra)",5
47.5810368168,-122.037680231,"Oak, Northern Red (Quercus rubra)",6
47.5810340378,-122.037628734,"Oak, Northern Red (Quercus rubra)",5
47.5810375115,-122.03734138,"Oak, Northern Red (Quercus rubra)",6
47.5810354273,-122.037233236,"Oak, Northern Red (Quercus rubra)",5
47.581033343,-122.036947941,"Oak, Northern Red (Quercus rubra)",6
47.5810312588,-122.036882025,"Oak, Northern Red (Quercus rubra)",5
47.5810298693,-122.036826408,"Oak, Northern Red (Quercus rubra)",5
47.5810284798,-122.036507126,"Oak, Northern Red (Quercus rubra)",3
47.5809196262,-122.036720052,"Maple, Red (Acer rubrum)",4
47.5809220311,-122.036590279,"Maple, Red (Acer rubrum)",6
47.5809244359,-122.036861233,"Maple, Red (Acer rubrum)",5
47.5810263956,-122.036402072,"Oak, Northern Red (Quercus rubra)",5
47.5810277851,-122.036095149,"Oak, Northern Red (Quercus rubra)",6
47.5810236166,-122.036038502,"Oak, Northern Red (Quercus rubra)",5
47.5813015802,-122.022118293,"Maple, Norway (Acer platanoides)",4
47.5808428185,-122.019214564,"Maple, Red (Acer rubrum)",3
47.5808351228,-122.019075126,"Maple, Red (Acer rubrum)",3
47.5808325576,-122.018958505,"Maple, Red (Acer rubrum)",3
47.580837688,-122.018848222,"Maple, Red (Acer rubrum)",3
47.5808376881,-122.018736671,"Maple, Red (Acer rubrum)",3
47.5808308475,-122.018426103,"Maple, Red (Acer rubrum)",2
47.5764640276,-122.003368338,"Maple, Red (Acer rubrum)",5
47.5764517505,-122.003529986,"Maple, Red (Acer rubrum)",5
47.5763776735,-122.00481987,"Plum (Prunus species)",3
47.5763382298,-122.005563568,"Maple, Red (Acer rubrum)",6
47.5764493454,-122.00367188,"Maple, Red (Acer rubrum)",4
47.5763690151,-122.004917556,"Maple, Red (Acer rubrum)",6
47.5763382298,-122.005686924,"Maple, Red (Acer rubrum)",5
47.5764368389,-122.003808783,"Maple, Red (Acer rubrum)",4
47.5763723822,-122.004962478,"Maple, Red (Acer rubrum)",4
47.5763295714,-122.00580814,"Maple, Red (Acer rubrum)",5
47.5764214463,-122.003967078,"Maple, Red (Acer rubrum)",6
47.5763550655,-122.005207763,"Plum (Prunus species)",5
47.5764171171,-122.004089007,"Maple, Red (Acer rubrum)",4
47.5763464072,-122.005331118,"Maple, Red (Acer rubrum)",5
47.5763877749,-122.004656585,"Maple, Red (Acer rubrum)",7
47.5763488123,-122.005425239,"Plum (Prunus species)",2
47.5763839267,-122.004754984,"Cedar, Japanese Red (Cryptomeria japonica)",6
47.5763468882,-122.005477291,"Cedar, Japanese Red (Cryptomeria japonica)",4
47.5806614749,-122.023221004,"Maple, Red (Acer rubrum)",2
47.5805931756,-122.023380011,"Maple, Red (Acer rubrum)",2
47.5805643167,-122.023461298,"Maple, Red (Acer rubrum)",3
47.5804493621,-122.023711574,"Maple, Red (Acer rubrum)",2
47.5803892392,-122.023833503,"Maple, Red (Acer rubrum)",4
47.5803594183,-122.023924059,"Maple, Red (Acer rubrum)",4
47.5796560591,-122.025597465,"Maple, Red (Acer rubrum)",3
47.5796887664,-122.025464127,"Maple, Red (Acer rubrum)",2
47.5788457063,-122.028560098,"Plum (Prunus species)",9
47.5788481112,-122.028697714,"Plum (Prunus species)",8
47.578648016,-122.02897152,"Ash (Fraxinus species)",8
47.5785330572,-122.028974373,"Ash (Fraxinus species)",6
47.5788500352,-122.028843887,"Plum (Prunus species)",8
47.5787307478,-122.028535142,"Plum (Prunus species)",6
47.5798181285,-122.035669638,"Serviceberry, Allegheny (Amelanchier laevis)",1
47.5799491175,-122.035660606,"Serviceberry, Allegheny (Amelanchier laevis)",1
47.5800394895,-122.035662111,"Serviceberry, Allegheny (Amelanchier laevis)",1
47.5796959446,-122.040607422,"Plum (Prunus species)",6
47.5796966393,-122.040513697,"Maple, Freeman (Acer x freemanii)",8
47.5796938603,-122.040359206,"Maple, Freeman (Acer x freemanii)",9
47.579691776,-122.040222224,"Maple, Freeman (Acer x freemanii)",8
47.5796924707,-122.04010481,"Plum (Prunus species)",5
47.5796834388,-122.039966798,"Maple, Freeman (Acer x freemanii)",5
47.5796132678,-122.039726821,"Plum (Prunus species)",6
47.5800322084,-122.039714462,"Maple, Freeman (Acer x freemanii)",8
47.5799286894,-122.039720641,"Plum (Prunus species)",8
47.5797959902,-122.040976142,"Maple, Freeman (Acer x freemanii)",5
47.5794486231,-122.053157321,"Spruce, Blue (Picea pungens)",4
47.5793981189,-122.052311659,"Maple, Red (Acer rubrum)",13
47.5793788793,-122.052338041,"Birch (Betula species)",17
47.5793581966,-122.052365137,"Birch (Betula species)",13
47.5798684325,-122.050685831,"Fir, Douglas (Pseudotsuga menziesii)",25
47.5799973371,-122.050467641,"Fir, Douglas (Pseudotsuga menziesii)",40
47.5802277292,-122.050629501,"Pine (Pinus species)",20
47.5802609171,-122.050672283,"Spruce, Norway (Picea abies)",17
47.5797897373,-122.040818561,"Maple, Freeman (Acer x freemanii)",4
47.5797876531,-122.040387014,"Plum (Prunus species)",4
47.5797827897,-122.040446751,"Maple, Freeman (Acer x freemanii)",6
47.5797841793,-122.040131589,"Maple, Freeman (Acer x freemanii)",6
47.5797869583,-122.039842175,"Maple, Freeman (Acer x freemanii)",6
47.5797876375,-122.022594621,"Plum (Prunus species)",2
47.579850166,-122.021945757,"Fir, Douglas (Pseudotsuga menziesii)",15
47.5804091844,-121.989936327,"Plum (Prunus species)",12
47.5803538713,-121.98993704,"Plum (Prunus species)",14
47.5803125068,-121.989925631,"Plum (Prunus species)",14
47.5802716231,-121.989901388,"Plum (Prunus species)",15
47.5799758171,-121.988769085,"Cedar, Deodar (Cedrus deodara)",30
47.5799585016,-121.988302045,"Spruce, Blue (Picea pungens)",18
47.5798406596,-121.987779389,"Dogwood, Pacific (Cornus nuttallii)",2
47.5799474388,-121.988155872,"Willow (Salix species)",5
47.5797079067,-121.987239619,"Cedar, Atlas (Cedrus atlantica)",25
47.5794500958,-121.987245324,"Cedar, Atlas (Cedrus atlantica)",28
47.5790576052,-121.986762597,"Sweetgum, Common (Liquidambar styraciflua)",20
47.5788599157,-121.986247784,"Plum (Prunus species)",15
47.5787927965,-122.029174023,"Ash (Fraxinus species)",6
47.5788755281,-122.029334457,"Ash (Fraxinus species)",8
47.578660522,-122.029132667,"Ash (Fraxinus species)",1
47.578726742,-122.042114229,"Maple, Freeman (Acer x freemanii)",7
47.5788121727,-122.055377617,"Maple, Red (Acer rubrum)",20
47.578750605,-122.055137323,"Maple, Red (Acer rubrum)",22
47.5788342985,-122.054192549,"Maple (Acer species)",10
47.5787126061,-122.053799665,"Maple, Red (Acer rubrum)",13
47.5787097201,-122.053960099,"Katsura Tree (Cercidiphyllum japonicum)",18
47.5789363645,-122.053454658,"Maple, Red (Acer rubrum)",16
47.5788814363,-122.05310588,"Maple, Red (Acer rubrum)",21
47.5788785503,-122.053160784,"Plum, Cherry (Prunus cerasifera)",6
47.5788804743,-122.053195009,"Plum, Cherry (Prunus cerasifera)",6
47.5792874906,-122.052879237,"Pine (Pinus species)",13
47.5793365519,-122.052897776,"Cedar, Port Orford (Chamaecyparis lawsoniana)",18
47.5793120213,-122.052840733,"Cedar, Port Orford (Chamaecyparis lawsoniana)",18
47.5793120213,-122.052753742,"Cedar, Port Orford (Chamaecyparis lawsoniana)",25
47.579333185,-122.052951966,"Hazelnut (Corylus species)",8
47.5792879716,-122.052974071,"Cedar, Port Orford (Chamaecyparis lawsoniana)",25
47.5787621489,-122.052798561,"Maple, Red (Acer rubrum)",24
47.5793240461,-122.05255837,"Maple, Red (Acer rubrum)",14
47.5792879716,-122.052532701,"Cedar, Port Orford (Chamaecyparis lawsoniana)",23
47.5793043254,-122.052417902,"Cedar, Port Orford (Chamaecyparis lawsoniana)",19
47.5792889336,-122.052688856,"Cedar, Port Orford (Chamaecyparis lawsoniana)",18
47.5792894146,-122.052607569,"Cedar, Port Orford (Chamaecyparis lawsoniana)",28
47.5788819173,-122.052603188,"Maple, Red (Acer rubrum)",16
47.5787583009,-122.052528319,"Hemlock, Mountain (Tsuga mertensiana)",1
47.57875782,-122.052504076,"Hemlock, Mountain (Tsuga mertensiana)",1
47.578740023,-122.051127201,"Zelkova (Zelkova species)",2
47.5787304031,-122.051078714,"Zelkova (Zelkova species)",5
47.5787097201,-122.051034506,"Zelkova (Zelkova species)",3
47.5786906137,-122.04173006,"Maple, Freeman (Acer x freemanii)",7
47.5786662965,-122.041667234,"Plum (Prunus species)",5
47.5786454532,-122.041570419,"Maple, Freeman (Acer x freemanii)",6
47.5798457603,-122.030155799,"Maple, Red (Acer rubrum)",5
47.57977265,-122.030019609,"Maple, Red (Acer rubrum)",7
47.5797101215,-122.02991194,"Maple, Red (Acer rubrum)",6
47.5795643815,-122.029623873,"Maple, Red (Acer rubrum)",2
47.5794388429,-122.029359336,"Maple, Red (Acer rubrum)",1
47.5793787189,-122.02923099,"Maple, Red (Acer rubrum)",2
47.5793094559,-122.029104782,"Maple, Red (Acer rubrum)",2
47.5790563826,-122.029416456,"Ash (Fraxinus species)",6
47.5792551037,-122.02898214,"Maple, Red (Acer rubrum)",2
47.5789779803,-122.029248892,"Ash (Fraxinus species)",6
47.5791752587,-122.028818141,"Maple, Red (Acer rubrum)",2
47.5788995779,-122.029089172,"Ash (Fraxinus species)",4
47.5796924148,-122.061006263,"Ash (Fraxinus species)",12
47.5797241601,-122.061144592,"Ash (Fraxinus species)",15
47.5797328179,-122.061262956,"Ash (Fraxinus species)",12
47.5797429187,-122.061377755,"Ash (Fraxinus species)",13
47.5797506145,-122.061504676,"Ash (Fraxinus species)",13
47.5793542782,-122.058351625,"Ash (Fraxinus species)",12
47.5793889097,-122.059973072,"Oak (Quercus species)",27
47.5793571642,-122.058472128,"Ash (Fraxinus species)",13
47.5794461477,-122.060203383,"Ash (Fraxinus species)",15
47.5793562022,-122.058604753,"Ash (Fraxinus species)",14
47.5794879939,-122.060313904,"Ash (Fraxinus species)",15
47.5795216633,-122.060425137,"Ash (Fraxinus species)",15
47.5813614215,-122.065104802,"Ash (Fraxinus species)",14
47.5793581262,-122.058718839,"Ash (Fraxinus species)",16
47.5793576452,-122.057219321,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.5795601426,-122.06054778,"Ash (Fraxinus species)",15
47.5814383772,-122.065107654,"Ash (Fraxinus species)",14
47.5793518733,-122.058840768,"Ash (Fraxinus species)",14
47.5793638981,-122.057255686,"Cedar, Alaska (Chamaecyparis nootkatensis)",6
47.5815206236,-122.065104089,"Ash (Fraxinus species)",12
47.5795942929,-122.060659727,"Ash (Fraxinus species)",15
47.5793557212,-122.058976959,"Ash (Fraxinus species)",16
47.5793744799,-122.057411842,"Ash (Fraxinus species)",18
47.5816240326,-122.065106228,"Ash (Fraxinus species)",15
47.5796308482,-122.060773813,"Ash (Fraxinus species)",14
47.5817029119,-122.06509981,"Ash (Fraxinus species)",14
47.5793831378,-122.057490989,"Ash (Fraxinus species)",20
47.5793629361,-122.059100314,"Ash (Fraxinus species)",16
47.5796625935,-122.060872212,"Ash (Fraxinus species)",12
47.5817808291,-122.065100523,"Ash (Fraxinus species)",16
47.57936486,-122.05922153,"Ash (Fraxinus species)",16
47.5793509113,-122.057711317,"Ash (Fraxinus species)",13
47.5818606701,-122.06509981,"Ash (Fraxinus species)",14
47.5793638981,-122.059342034,"Ash (Fraxinus species)",16
47.5793509113,-122.057848933,"Ash (Fraxinus species)",13
47.5819337775,-122.065099097,"Ash (Fraxinus species)",14
47.5793586071,-122.059486067,"Ash (Fraxinus species)",14
47.5793509113,-122.057978706,"Ash (Fraxinus species)",14
47.5820145802,-122.06509981,"Ash (Fraxinus species)",16
47.579369189,-122.05959944,"Ash (Fraxinus species)",14
47.5793547592,-122.058109905,"Ash (Fraxinus species)",12
47.5820843205,-122.065106228,"Ash (Fraxinus species)",15
47.5793711129,-122.059724935,"Ash (Fraxinus species)",15
47.5793552402,-122.058221852,"Ash (Fraxinus species)",10
47.5821992716,-122.065146158,"Ash (Fraxinus species)",16
47.5793730369,-122.059849003,"Pine (Pinus species)",25
47.5825672095,-122.065633875,"Ash (Fraxinus species)",18
47.5822848835,-122.065193218,"Ash (Fraxinus species)",16
47.5824104154,-122.065357217,"Ash (Fraxinus species)",18
47.5797477286,-122.061621614,"Ash (Fraxinus species)",15
47.5797458046,-122.061751387,"Ash (Fraxinus species)",13
47.5797246411,-122.061884012,"Ash (Fraxinus species)",16
47.5797106924,-122.062012359,"Ash (Fraxinus species)",16
47.5796284432,-122.062309695,"Ash (Fraxinus species)",18
47.5796024697,-122.062406668,"Ash (Fraxinus species)",16
47.5795668765,-122.062490807,"Ash (Fraxinus species)",14
47.579541384,-122.062606319,"Ash (Fraxinus species)",17
47.5795226253,-122.062706144,"Ash (Fraxinus species)",14
47.5795139675,-122.062826647,"Ash (Fraxinus species)",15
47.5795009807,-122.062940733,"Ash (Fraxinus species)",16
47.5795029047,-122.063050541,"Ash (Fraxinus species)",15
47.5795053096,-122.063163914,"Ash (Fraxinus species)",15
47.5795178154,-122.063287982,"Ash (Fraxinus species)",18
47.5795226253,-122.063383529,"Ash (Fraxinus species)",18
47.5795327261,-122.063459824,"Ash (Fraxinus species)",16
47.5795659145,-122.063598867,"Ash (Fraxinus species)",15
47.5796111276,-122.063792813,"Ash (Fraxinus species)",16
47.5796664414,-122.063894777,"Ash (Fraxinus species)",18
47.5801767689,-122.06452938,"Ash (Fraxinus species)",19
47.5802469927,-122.064584284,"Ash (Fraxinus species)",13
47.5803326078,-122.064638475,"Ash (Fraxinus species)",15
47.58041197,-122.064690527,"Ash (Fraxinus species)",12
47.5804778646,-122.064741866,"Ash (Fraxinus species)",10
47.5805557837,-122.064784648,"Ash (Fraxinus species)",15
47.5806337026,-122.064853099,"Ash (Fraxinus species)",15
47.5807197981,-122.064908003,"Ash (Fraxinus species)",15
47.5807953119,-122.064954351,"Ash (Fraxinus species)",14
47.5797145404,-122.064007437,"Ash (Fraxinus species)",14
47.5810170429,-122.065076993,"Ash (Fraxinus species)",16
47.5797535005,-122.064100845,"Ash (Fraxinus species)",14
47.5811012138,-122.065091967,"Ash (Fraxinus species)",14
47.5798203579,-122.064202096,"Ash (Fraxinus species)",13
47.5811853846,-122.065096245,"Ash (Fraxinus species)",14
47.579895392,-122.064277678,"Ash (Fraxinus species)",15
47.5812907182,-122.065104802,"Ash (Fraxinus species)",14
47.5799593633,-122.064356825,"Ash (Fraxinus species)",13
47.5800267014,-122.064425277,"Ash (Fraxinus species)",15
47.5800993303,-122.064477329,"Ash (Fraxinus species)",17
47.5792431446,-122.056596911,"Maple, Red (Acer rubrum)",20
47.5791435789,-122.05639013,"Maple, Red (Acer rubrum)",22
47.5792282338,-122.056419364,"Maple, Red (Acer rubrum)",22
47.5791907163,-122.056243957,"Maple, Red (Acer rubrum)",20
47.5789290549,-122.055645006,"Maple, Red (Acer rubrum)",20
47.5788516144,-122.055472451,"Maple, Red (Acer rubrum)",18
47.5793262479,-122.045551296,"Pine (Pinus species)",24
47.5792276443,-122.045473575,"Cedar, Western Red (Thuja plicata)",26
47.5794609257,-122.044898154,"Spruce (Picea species)",20
47.5794383191,-122.04445821,"Fir, Douglas (Pseudotsuga menziesii)",23
47.5794811273,-122.044411149,"Fir, Douglas (Pseudotsuga menziesii)",27
47.5779017547,-122.029166656,"Spruce (Picea species)",10
47.5779012737,-122.029096065,"Fir, Douglas (Pseudotsuga menziesii)",8
47.577921476,-122.029087509,"Fir, Douglas (Pseudotsuga menziesii)",3
47.5778590313,-122.050587955,"Plum (Prunus species)",4
47.5778556643,-122.050682075,"Birch (Betula species)",8
47.5778633604,-122.050719153,"Birch (Betula species)",8
47.5775165461,-122.050861996,"Maple, Red (Acer rubrum)",16
47.5775670521,-122.050875544,"Maple, Red (Acer rubrum)",20
47.5784109107,-122.045268933,"Fir, Douglas (Pseudotsuga menziesii)",8
47.5783950376,-122.045205473,"Fir, Douglas (Pseudotsuga menziesii)",17
47.5786264507,-122.023684539,"Fir, Douglas (Pseudotsuga menziesii)",5
47.5786096157,-122.023658869,"Spruce, Norway (Picea abies)",12
47.575430723,-122.023059117,"Hawthorn, Carriere (Crataegus x Lavallei)",1
47.5754932566,-122.023155377,"Hawthorn, Carriere (Crataegus x Lavallei)",1
47.5755452076,-122.023226681,"Hawthorn, Carriere (Crataegus x Lavallei)",1
47.5755841709,-122.023289428,"Hawthorn, Carriere (Crataegus x Lavallei)",1
47.5756317925,-122.023349324,"Hawthorn, Carriere (Crataegus x Lavallei)",1
47.5757871639,-122.023571791,"Hawthorn (Crataegus species)",1
47.5758646089,-122.023680173,"Hawthorn (Crataegus species)",1
47.5759646619,-122.023825632,"Hawthorn (Crataegus species)",1
47.5768922634,-121.992375675,"Linden, Littleleaf (Tilia cordata)",2
47.576935341,-121.992309758,"Linden, Littleleaf (Tilia cordata)",2
47.5759959022,-122.024190973,"Pear, Callery (Pyrus calleryana)",2
47.5759382328,-122.02423526,"Pear, Callery (Pyrus calleryana)",2
47.5756151441,-122.024231141,"Maple, Red (Acer rubrum)",2
47.5757124184,-122.024325895,"Pear, Callery (Pyrus calleryana)",1
47.5757944065,-122.024373273,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.5758889011,-122.024378422,"Pear, Callery (Pyrus calleryana)",2
47.5759604668,-122.024377392,"Pear, Callery (Pyrus calleryana)",2
47.5761022083,-122.02423629,"Pear, Callery (Pyrus calleryana)",2
47.5757867635,-122.024228051,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.5758319265,-122.02424556,"Pear, Callery (Pyrus calleryana)",2
47.57559291,-122.024005583,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.575513006,-122.023891259,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.5754212899,-122.023753247,"Pear, Callery (Pyrus calleryana)",2
47.5754789599,-122.024033392,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.5755630329,-122.024148745,"Pear, Callery (Pyrus calleryana)",3
47.5753747371,-122.02388405,"Pear, Callery (Pyrus calleryana)",2
47.5752920534,-122.023767666,"Linden,Littleleaf 'Greenspire' (Tilia cordata 'Greenspire')",1
47.5757401842,-122.010814702,"Maple, Red (Acer rubrum)",7
47.5757119641,-122.010751321,"Maple, Red (Acer rubrum)",8
47.5756623649,-122.010684137,"Maple, Red (Acer rubrum)",10
47.5757431251,-122.010318831,"Maple, Red (Acer rubrum)",3
47.5756950225,-122.010436482,"Hazelnut (Corylus species)",18
47.5757070482,-122.010417943,"Hazelnut (Corylus species)",7
47.575703681,-122.010454308,"Hazelnut (Corylus species)",14
47.5756959846,-122.010482116,"Dogwood (Cornus species)",4
47.5758629004,-122.009974434,"Cedar, Japanese Red (Cryptomeria japonica)",15
47.5758200891,-122.010112763,"Dogwood, Pacific (Cornus nuttallii)",4
47.5757642902,-122.01024111,"Cedar, Japanese Red (Cryptomeria japonica)",6
47.5759913338,-122.009562298,"Dogwood, Pacific (Cornus nuttallii)",4
47.5759591052,-122.009660697,"Cedar, Japanese Red (Cryptomeria japonica)",13
47.575914851,-122.009822557,"Maple, Red (Acer rubrum)",4
47.5766458122,-122.000787576,"Cedar, Port Orford (Chamaecyparis lawsoniana)",1
47.5766824662,-121.992590912,"Maple, Red (Acer rubrum)",1
47.5768992114,-121.992570334,"Linden, Littleleaf (Tilia cordata)",2
47.5769860613,-121.992435411,"Linden, Littleleaf (Tilia cordata)",3
47.5769346462,-121.992499268,"Linden, Littleleaf (Tilia cordata)",3
47.5771917212,-121.99227165,"Linden, Littleleaf (Tilia cordata)",3
47.5772591163,-121.992258261,"Linden, Littleleaf (Tilia cordata)",3
47.577344576,-121.992250022,"Linden, Littleleaf (Tilia cordata)",2
47.5771215468,-121.992315938,"Linden, Littleleaf (Tilia cordata)",2
47.5774265616,-121.992051243,"Linden, Littleleaf (Tilia cordata)",2
47.5774578272,-121.991803026,"Linden, Littleleaf (Tilia cordata)",2
47.577368199,-121.992107889,"Linden, Littleleaf (Tilia cordata)",3
47.5774564377,-121.991971937,"Linden, Littleleaf (Tilia cordata)",2
47.577458522,-121.991641325,"Linden, Littleleaf (Tilia cordata)",2
47.5774189189,-121.992220153,"Linden, Littleleaf (Tilia cordata)",2
47.5771062613,-121.992173806,"Linden, Littleleaf (Tilia cordata)",2
47.5775550981,-121.991871003,"Linden, Littleleaf (Tilia cordata)",1
47.5775488449,-121.991670164,"Linden, Littleleaf (Tilia cordata)",3
47.5750545776,-122.022127018,"Plum (Prunus species)",6
47.576051134,-122.072827617,"Plum (Prunus species)",3
47.5761280976,-122.072899634,"Plum (Prunus species)",3
47.5763017464,-122.072006911,"Ash (Fraxinus species)",6
47.5763392659,-122.071853608,"Ash (Fraxinus species)",7
47.5769044617,-122.072642941,"Ash (Fraxinus species)",7
47.5769669936,-122.072435447,"Ash (Fraxinus species)",7
47.5770112469,-122.072239362,"Ash (Fraxinus species)",7
47.577051171,-122.072064667,"Ash (Fraxinus species)",5
47.5764977573,-122.034561492,"Plum (Prunus species)",14
47.5766186532,-122.034452318,"Fir, Douglas (Pseudotsuga menziesii)",23
47.5765859974,-122.034579001,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
47.576551952,-122.034553252,"Cedar, Western Red (Thuja plicata)",14
47.5765887766,-122.034487336,"Fir, Douglas (Pseudotsuga menziesii)",52
47.5765825234,-122.034401851,"Fir, Douglas (Pseudotsuga menziesii)",38
47.57662977,-122.034377132,"Fir, Douglas (Pseudotsuga menziesii)",23
47.5766179584,-122.03442039,"Fir, Douglas (Pseudotsuga menziesii)",17
47.5765081793,-122.034514114,"Plum (Prunus species)",5
47.5765290235,-122.034443048,"Fir, Douglas (Pseudotsuga menziesii)",14
47.5765234651,-122.034509995,"Plum (Prunus species)",4
47.5765033157,-122.034474977,"Plum (Prunus species)",4
47.5764769131,-122.034528534,"Plum (Prunus species)",11
47.5765338871,-122.034472917,"Fir, Douglas (Pseudotsuga menziesii)",5
47.5765318027,-122.034498665,"Cedar, Western Red (Thuja plicata)",6
47.5765067897,-122.034452318,"Fir, Douglas (Pseudotsuga menziesii)",8
47.5765568157,-122.034474977,"Fir, Douglas (Pseudotsuga menziesii)",12
47.5765721013,-122.034445108,"Cedar, Western Red (Thuja plicata)",14
47.5765220754,-122.034532653,"Fir, Douglas (Pseudotsuga menziesii)",6
47.5764928936,-122.034521324,"Plum (Prunus species)",8
47.5763708508,-122.032119418,"Fir, Douglas (Pseudotsuga menziesii)",23
47.5763554581,-122.032075922,"Fir, Douglas (Pseudotsuga menziesii)",15
47.576399231,-122.032110861,"Fir, Douglas (Pseudotsuga menziesii)",10
47.5763626734,-122.032014601,"Fir, Douglas (Pseudotsuga menziesii)",9
47.5763540151,-122.031958271,"Fir, Douglas (Pseudotsuga menziesii)",17
47.57617991,-121.995204823,"Pine (Pinus species)",5
47.5761715723,-121.995173925,"Pine (Pinus species)",5
47.5761819944,-121.995225422,"Plum (Prunus species)",2
47.5769157076,-121.994595097,"Pine (Pinus species)",5
47.576883052,-121.994583767,"Plum (Prunus species)",3
47.574307931,-122.042773111,"Pear, Callery (Pyrus calleryana)",2
47.5741689106,-122.042022282,"Oak, Northern Red (Quercus rubra)",3
47.5731974754,-122.013648715,"Cedar, Japanese Red (Cryptomeria japonica)",6
47.5731440789,-122.013747115,"Maple, Red (Acer rubrum)",4
47.5731142538,-122.013817705,"Maple, Red (Acer rubrum)",4
47.5730632625,-122.013833392,"Maple, Red (Acer rubrum)",6
47.5730853908,-122.013864053,"Maple, Red (Acer rubrum)",5
47.5730719214,-122.013918243,"Cedar, Western Red (Thuja plicata)",10
47.5734043261,-122.013300753,"Maple, Red (Acer rubrum)",2
47.5733374605,-122.013421256,"Cedar, Japanese Red (Cryptomeria japonica)",4
47.5736361903,-122.0129314,"Maple, Red (Acer rubrum)",3
47.5734808125,-122.01311465,"Maple, Red (Acer rubrum)",20
47.5737090595,-122.013885843,"Hemlock, Mountain (Tsuga mertensiana)",4
