"Site ID","Latitude","Longitude","Species","DBH"
12685,47.5875813999,-122.037649127,"Fir, Douglas (Pseudotsuga menziesii)",6
12686,47.5874929111,-122.037801717,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",6
12687,47.5875073386,-122.037871595,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",6
12688,47.5872567799,-122.037940046,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",14
12689,47.5872764976,-122.037910099,"Alder, Red (Alnus rubra)",7
12690,47.58722023,-122.037945038,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",16
12691,47.5871634814,-122.037947177,"Alder, Red (Alnus rubra)",10
12692,47.5871442446,-122.037914377,"Alder, Red (Alnus rubra)",6
12693,47.5870951906,-122.03795502,"Alder, Red (Alnus rubra)",9
12694,47.5870230523,-122.037974272,"Willow (Salix species)",9
12695,47.5868984934,-122.037970707,"Alder, Red (Alnus rubra)",7
12696,47.586819141,-122.037962151,"Maple, Bigleaf (Acer macrophyllum)",8
12697,47.5866277329,-122.037922221,"Alder, Red (Alnus rubra)",15
12698,47.5865589605,-122.038167505,"Fir, Douglas (Pseudotsuga menziesii)",13
12699,47.5865604033,-122.038307261,"Hemlock, Western (Tsuga heterophylla)",13
12700,47.5865652125,-122.03848552,"Cedar, Western Red (Thuja plicata)",35
12701,47.5865632888,-122.038524737,"Cedar, Western Red (Thuja plicata)",7
12702,47.5866686116,-122.038951847,"Fir, Douglas (Pseudotsuga menziesii)",40
12703,47.5866503364,-122.038941864,"Tree, Unknown (Unknown Tree)",6
12704,47.5866522601,-122.038933308,"Tree, Unknown (Unknown Tree)",6
12705,47.5869840977,-122.039354713,"Katsura Tree (Cercidiphyllum japonicum)",7
12706,47.5870427702,-122.039371826,"Dogwood (Cornus species)",6
12707,47.5871144275,-122.039361843,"Dogwood (Cornus species)",7
12708,47.587208207,-122.039240627,"Katsura Tree (Cercidiphyllum japonicum)",10
12709,47.5872663983,-122.039140801,"Dogwood (Cornus species)",8
12710,47.587137834,-122.037375124,"Fir, Douglas (Pseudotsuga menziesii)",9
12711,47.5871714985,-122.037541975,"Fir, Douglas (Pseudotsuga menziesii)",20
12712,47.5871719794,-122.037365855,"Fir, Douglas (Pseudotsuga menziesii)",11
12713,47.5871902544,-122.037246778,"Fir, Douglas (Pseudotsuga menziesii)",8
12714,47.5871129,-122.037519015,"Cedar, Western Red (Thuja plicata)",9
12715,47.5870926274,-122.037251769,"Fir, Douglas (Pseudotsuga menziesii)",20
12716,47.5872516251,-122.037234814,"Fir, Douglas (Pseudotsuga menziesii)",9
12717,47.5872052368,-122.03745698,"Fir, Douglas (Pseudotsuga menziesii)",20
12718,47.587095032,-122.037663905,"Cedar, Western Red (Thuja plicata)",16
12719,47.5871902544,-122.037268169,"Fir, Douglas (Pseudotsuga menziesii)",16
12720,47.587149857,-122.037393663,"Fir, Douglas (Pseudotsuga menziesii)",30
12721,47.5870960678,-122.037548962,"Fir, Douglas (Pseudotsuga menziesii)",16
12722,47.5872094912,-122.037494202,"Fir, Douglas (Pseudotsuga menziesii)",18
12723,47.587173977,-122.03739352,"Fir, Douglas (Pseudotsuga menziesii)",15
12724,47.5871286965,-122.03725676,"Cedar, Western Red (Thuja plicata)",19
12725,47.5872186287,-122.037259612,"Cedar, Western Red (Thuja plicata)",11
12726,47.5871580327,-122.037334481,"Cedar, Western Red (Thuja plicata)",7
12727,47.587162361,-122.037573349,"Fir, Douglas (Pseudotsuga menziesii)",14
12728,47.5871387958,-122.037250343,"Fir, Douglas (Pseudotsuga menziesii)",23
12730,47.5870850066,-122.037574632,"Cedar, Western Red (Thuja plicata)",13
12731,47.5871671702,-122.037275299,"Fir, Douglas (Pseudotsuga menziesii)",10
12732,47.5871903283,-122.037391381,"Fir, Douglas (Pseudotsuga menziesii)",8
12733,47.5871666892,-122.037424324,"Fir, Douglas (Pseudotsuga menziesii)",9
12734,47.5872328158,-122.03729566,"Fir, Douglas (Pseudotsuga menziesii)",19
12735,47.5871570708,-122.037318794,"Cedar, Western Red (Thuja plicata)",14
12736,47.587150338,-122.037542688,"Cedar, Western Red (Thuja plicata)",6
12737,47.5872277662,-122.037540549,"Fir, Douglas (Pseudotsuga menziesii)",18
12738,47.5871157116,-122.037237508,"Fir, Douglas (Pseudotsuga menziesii)",22
12739,47.5871893664,-122.037418476,"Fir, Douglas (Pseudotsuga menziesii)",20
12740,47.5870936632,-122.037581762,"Fir, Douglas (Pseudotsuga menziesii)",13
12741,47.5871445669,-122.037437872,"Fir, Douglas (Pseudotsuga menziesii)",23
12742,47.5872234379,-122.037241073,"Fir, Douglas (Pseudotsuga menziesii)",9
12743,47.5871349485,-122.037341612,"Cedar, Western Red (Thuja plicata)",15
12744,47.5872157431,-122.037323786,"Fir, Douglas (Pseudotsuga menziesii)",22
12745,47.5871421623,-122.037525575,"Cedar, Western Red (Thuja plicata)",20
12746,47.587180636,-122.037496341,"Fir, Douglas (Pseudotsuga menziesii)",16
12747,47.5871161925,-122.03718403,"Alder, Red (Alnus rubra)",24
12748,47.5871816717,-122.037441294,"Fir, Douglas (Pseudotsuga menziesii)",26
12749,47.587082602,-122.037590318,"Cedar, Western Red (Thuja plicata)",16
12750,47.5871493761,-122.037477089,"Fir, Douglas (Pseudotsuga menziesii)",12
12751,47.5872176668,-122.037350881,"Fir, Douglas (Pseudotsuga menziesii)",10
12752,47.5871960254,-122.037216117,"Cedar, Western Red (Thuja plicata)",10
12753,47.587107055,-122.037408637,"Cedar, Western Red (Thuja plicata)",13
12754,47.5871488952,-122.037581905,"Alder, Red (Alnus rubra)",8
12755,47.5871844833,-122.037559801,"Fir, Douglas (Pseudotsuga menziesii)",18
12756,47.5870757952,-122.037367994,"Cedar, Western Red (Thuja plicata)",18
12757,47.5871796741,-122.037238934,"Cedar, Western Red (Thuja plicata)",16
12758,47.5870955129,-122.037617557,"Alder, Red (Alnus rubra)",10
12759,47.5871873688,-122.037469245,"Alder, Red (Alnus rubra)",8
12760,47.5871907353,-122.03734589,"Cedar, Western Red (Thuja plicata)",16
12761,47.5870864493,-122.03750618,"Cedar, Western Red (Thuja plicata)",7
12762,47.5872085293,-122.037217543,"Fir, Douglas (Pseudotsuga menziesii)",24
12763,47.5871700557,-122.037343751,"Fir, Douglas (Pseudotsuga menziesii)",16
12764,47.5871177092,-122.037640944,"Alder, Red (Alnus rubra)",8
12765,47.587107055,-122.037339473,"Fir, Douglas (Pseudotsuga menziesii)",11
12766,47.5871171544,-122.037320221,"Fir, Douglas (Pseudotsuga menziesii)",21
12767,47.5874245982,-122.040079583,"Fir, Douglas (Pseudotsuga menziesii)",22
12768,47.5874274837,-122.03987922,"Fir, Douglas (Pseudotsuga menziesii)",26
12769,47.587199528,-122.040388328,"Fir, Douglas (Pseudotsuga menziesii)",24
12770,47.5873933385,-122.040103113,"Fir, Douglas (Pseudotsuga menziesii)",20
12771,47.5871725964,-122.040687804,"Fir, Douglas (Pseudotsuga menziesii)",20
12772,47.5874678808,-122.039922715,"Fir, Douglas (Pseudotsuga menziesii)",23
12773,47.5873745827,-122.040157304,"Fir, Douglas (Pseudotsuga menziesii)",37
12774,47.5871903905,-122.040614361,"Fir, Douglas (Pseudotsuga menziesii)",26
12775,47.5874500869,-122.039962645,"Fir, Douglas (Pseudotsuga menziesii)",19
12776,47.5873308191,-122.040249286,"Fir, Douglas (Pseudotsuga menziesii)",23
12777,47.5874183462,-122.040025392,"Fir, Douglas (Pseudotsuga menziesii)",27
12778,47.587205299,-122.040562309,"Fir, Douglas (Pseudotsuga menziesii)",31
12779,47.5872658949,-122.040454641,"Fir, Douglas (Pseudotsuga menziesii)",35
12780,47.5872303068,-122.040195095,"Fir, Douglas (Pseudotsuga menziesii)",33
12781,47.5872173219,-122.040106679,"Fir, Douglas (Pseudotsuga menziesii)",38
12782,47.5872355969,-122.040404728,"Fir, Douglas (Pseudotsuga menziesii)",29
12783,47.5871831766,-122.039969775,"Fir, Douglas (Pseudotsuga menziesii)",33
12784,47.5872461772,-122.040329146,"Fir, Douglas (Pseudotsuga menziesii)",30
12785,47.5872933073,-122.04034412,"Fir, Douglas (Pseudotsuga menziesii)",23
12786,47.587192795,-122.040861072,"Cedar, Western Red (Thuja plicata)",24
12787,47.5870408239,-122.041298877,"Fir, Douglas (Pseudotsuga menziesii)",12
12788,47.5872004897,-122.04080902,"Cedar, Western Red (Thuja plicata)",24
12789,47.5871783674,-122.040868916,"Cedar, Western Red (Thuja plicata)",37
12790,47.5870788167,-122.041273208,"Fir, Douglas (Pseudotsuga menziesii)",19
12791,47.5872283831,-122.041035053,"Fir, Douglas (Pseudotsuga menziesii)",23
12792,47.5870504424,-122.041302442,"Fir, Douglas (Pseudotsuga menziesii)",22
12793,47.587264933,-122.040926672,"Fir, Douglas (Pseudotsuga menziesii)",22
12794,47.5869744567,-122.040950915,"Plum (Prunus species)",8
12795,47.5870509233,-122.041229,"Fir, Douglas (Pseudotsuga menziesii)",19
12796,47.5872336732,-122.040973732,"Fir, Douglas (Pseudotsuga menziesii)",20
12797,47.5872509864,-122.041025071,"Fir, Douglas (Pseudotsuga menziesii)",19
12798,47.5870259154,-122.041373746,"Cedar, Western Red (Thuja plicata)",16
12799,47.5870523661,-122.041281764,"Fir, Douglas (Pseudotsuga menziesii)",15
12800,47.5870980536,-122.041280338,"Cedar, Western Red (Thuja plicata)",14
12801,47.5872966738,-122.04088175,"Fir, Douglas (Pseudotsuga menziesii)",22
12802,47.587022068,-122.041190496,"Fir, Douglas (Pseudotsuga menziesii)",13
12803,47.5872490627,-122.040985854,"Fir, Douglas (Pseudotsuga menziesii)",17
12804,47.5872553146,-122.040940219,"Fir, Douglas (Pseudotsuga menziesii)",18
12805,47.5870980536,-122.041225434,"Fir, Douglas (Pseudotsuga menziesii)",26
12806,47.5873149487,-122.040935228,"Fir, Douglas (Pseudotsuga menziesii)",20
12807,47.587360636,-122.040922393,"Fir, Douglas (Pseudotsuga menziesii)",26
12808,47.5872937882,-122.040685665,"Fir, Douglas (Pseudotsuga menziesii)",31
12809,47.5873452466,-122.041037905,"Cedar, Western Red (Thuja plicata)",16
12810,47.5873712162,-122.041005106,"Cedar, Western Red (Thuja plicata)",20
12811,47.5873173533,-122.040764812,"Fir, Douglas (Pseudotsuga menziesii)",43
12812,47.5874560273,-122.039738652,"Fir, Douglas (Pseudotsuga menziesii)",23
12813,47.5874661266,-122.039814234,"Fir, Douglas (Pseudotsuga menziesii)",36
12814,47.5874348669,-122.039801399,"Fir, Douglas (Pseudotsuga menziesii)",15
12815,47.5873728284,-122.039648809,"Fir, Douglas (Pseudotsuga menziesii)",35
12816,47.5874372715,-122.039665209,"Fir, Douglas (Pseudotsuga menziesii)",20
12817,47.5875007526,-122.039628131,"Fir, Douglas (Pseudotsuga menziesii)",28
12818,47.5875031572,-122.039584636,"Cedar, Western Red (Thuja plicata)",16
12819,47.5875469207,-122.039424202,"Fir, Douglas (Pseudotsuga menziesii)",25
12820,47.5875195084,-122.039378568,"Fir, Douglas (Pseudotsuga menziesii)",27
12821,47.5875459589,-122.039369298,"Cedar, Western Red (Thuja plicata)",20
12822,47.5874545845,-122.039299421,"Fir, Douglas (Pseudotsuga menziesii)",25
12823,47.5874747831,-122.039320812,"Fir, Douglas (Pseudotsuga menziesii)",20
12824,47.5875546154,-122.039330081,"Fir, Douglas (Pseudotsuga menziesii)",23
12825,47.5875272031,-122.039288012,"Fir, Douglas (Pseudotsuga menziesii)",26
12826,47.5875536536,-122.039206013,"Fir, Douglas (Pseudotsuga menziesii)",20
12827,47.5875815468,-122.039233108,"Fir, Douglas (Pseudotsuga menziesii)",23
12828,47.5875676002,-122.039127579,"Fir, Douglas (Pseudotsuga menziesii)",24
12829,47.5875671192,-122.039087649,"Cedar, Western Red (Thuja plicata)",12
12830,47.5875642337,-122.039016345,"Fir, Douglas (Pseudotsuga menziesii)",32
12831,47.5873838895,-122.038995667,"Dogwood (Cornus species)",7
12832,47.5874210271,-122.040909776,"Fir, Douglas (Pseudotsuga menziesii)",28
12833,47.5874027522,-122.040858437,"Cedar, Western Red (Thuja plicata)",20
12834,47.5874402639,-122.040817794,"Fir, Douglas (Pseudotsuga menziesii)",30
12835,47.5874705617,-122.040834907,"Cedar, Western Red (Thuja plicata)",25
12836,47.5874974931,-122.040797829,"Fir, Douglas (Pseudotsuga menziesii)",29
12837,47.5875061496,-122.040784281,"Fir, Douglas (Pseudotsuga menziesii)",23
12838,47.5875128825,-122.040805673,"Cedar, Western Red (Thuja plicata)",15
12839,47.5875383711,-122.040765029,"Fir, Douglas (Pseudotsuga menziesii)",18
12840,47.5875576078,-122.040768595,"Cedar, Western Red (Thuja plicata)",20
12841,47.5875585696,-122.040745777,"Fir, Douglas (Pseudotsuga menziesii)",20
12842,47.5875782872,-122.040756473,"Fir, Douglas (Pseudotsuga menziesii)",18
12843,47.5875946384,-122.040750056,"Cedar, Western Red (Thuja plicata)",22
12844,47.5876037758,-122.040729378,"Fir, Douglas (Pseudotsuga menziesii)",13
12845,47.5876206079,-122.040720108,"Fir, Douglas (Pseudotsuga menziesii)",23
12846,47.5876331117,-122.040732943,"Cedar, Western Red (Thuja plicata)",26
12847,47.5876518674,-122.040670908,"Fir, Douglas (Pseudotsuga menziesii)",25
12848,47.587683127,-122.0406923,"Fir, Douglas (Pseudotsuga menziesii)",30
12849,47.5877028445,-122.040690874,"Fir, Douglas (Pseudotsuga menziesii)",16
12850,47.5877206384,-122.040673761,"Fir, Douglas (Pseudotsuga menziesii)",28
12851,47.5878764549,-122.040592474,"Fir, Douglas (Pseudotsuga menziesii)",33
12852,47.5878932869,-122.040568944,"Fir, Douglas (Pseudotsuga menziesii)",26
12853,47.587925989,-122.040531153,"Fir, Douglas (Pseudotsuga menziesii)",26
12854,47.5879731185,-122.040498353,"Fir, Douglas (Pseudotsuga menziesii)",28
12855,47.5880192862,-122.040469832,"Fir, Douglas (Pseudotsuga menziesii)",36
12856,47.5880606447,-122.040481954,"Fir, Douglas (Pseudotsuga menziesii)",10
12857,47.5880846903,-122.040477675,"Cedar, Western Red (Thuja plicata)",36
12858,47.5881125832,-122.040461275,"Cedar, Western Red (Thuja plicata)",36
12859,47.5881222014,-122.04041778,"Cedar, Western Red (Thuja plicata)",19
12860,47.5881303769,-122.040386407,"Fir, Douglas (Pseudotsuga menziesii)",25
12861,47.5881468239,-122.040361555,"Fir, Douglas (Pseudotsuga menziesii)",31
12862,47.5881688499,-122.040402093,"Fir, Douglas (Pseudotsuga menziesii)",16
12863,47.5882794594,-122.040190321,"Fir, Douglas (Pseudotsuga menziesii)",25
12864,47.5881707735,-122.040042723,"Fir, Douglas (Pseudotsuga menziesii)",16
12865,47.5882337729,-122.040404946,"Fir, Douglas (Pseudotsuga menziesii)",37
12866,47.5882693603,-122.040091922,"Fir, Douglas (Pseudotsuga menziesii)",38
12867,47.5881659644,-122.040155382,"Fir, Douglas (Pseudotsuga menziesii)",25
12868,47.588152018,-122.040245225,"Fir, Douglas (Pseudotsuga menziesii)",25
12869,47.5882246356,-122.039867315,"Cedar, Western Red (Thuja plicata)",13
12870,47.5882756121,-122.040387833,"Fir, Douglas (Pseudotsuga menziesii)",26
12871,47.5880736293,-122.040059835,"Fir, Douglas (Pseudotsuga menziesii)",28
12872,47.5881938573,-122.040055557,"Fir, Douglas (Pseudotsuga menziesii)",28
12873,47.5881957809,-122.040419206,"Pine (Pinus species)",18
12874,47.5882313683,-122.040303694,"Fir, Douglas (Pseudotsuga menziesii)",28
12875,47.588206361,-122.040110461,"Fir, Douglas (Pseudotsuga menziesii)",28
12876,47.5882525284,-122.039797438,"Cedar, Western Red (Thuja plicata)",13
12877,47.5882592612,-122.04003274,"Cedar, Western Red (Thuja plicata)",7
12878,47.5882780167,-122.040400667,"Cedar, Western Red (Thuja plicata)",30
12879,47.5881659644,-122.04022526,"Fir, Douglas (Pseudotsuga menziesii)",12
12880,47.5882640703,-122.040184617,"Madrone, Pacific (Arbutus menziesii)",7
12881,47.5881289342,-122.040052705,"Fir, Douglas (Pseudotsuga menziesii)",20
12882,47.5881741399,-122.040004219,"Fir, Douglas (Pseudotsuga menziesii)",20
12883,47.5882626276,-122.04033792,"Fir, Douglas (Pseudotsuga menziesii)",24
12884,47.588152018,-122.040098339,"Fir, Douglas (Pseudotsuga menziesii)",20
12885,47.58819001,-122.040343624,"Fir, Douglas (Pseudotsuga menziesii)",23
12886,47.5882342538,-122.040223121,"Fir, Douglas (Pseudotsuga menziesii)",27
12887,47.588146728,-122.040198165,"Fir, Douglas (Pseudotsuga menziesii)",15
12888,47.588243872,-122.03973469,"Cedar, Western Red (Thuja plicata)",7
12889,47.5882910013,-122.040259486,"Cedar, Western Red (Thuja plicata)",33
12890,47.5882905204,-122.0401126,"Fir, Douglas (Pseudotsuga menziesii)",17
12891,47.5882381011,-122.039997801,"Fir, Douglas (Pseudotsuga menziesii)",13
12892,47.5882530093,-122.039851629,"Plum (Prunus species)",8
12893,47.5882938867,-122.03972756,"Plum (Prunus species)",11
12894,47.5882640703,-122.039726847,"Plum (Prunus species)",14
12895,47.5882246356,-122.039661248,"Alder, Red (Alnus rubra)",14
12896,47.6245525003,-122.056252313,"Maple, Red (Acer rubrum)",14
12897,47.6244712827,-122.056252313,"Maple, Red (Acer rubrum)",16
12898,47.6243895844,-122.056252313,"Maple, Red (Acer rubrum)",12
12899,47.6242285903,-122.056243043,"Maple, Red (Acer rubrum)",14
12900,47.6240656734,-122.056248035,"Maple, Red (Acer rubrum)",14
12901,47.6245654759,-122.055919325,"Maple, Red (Acer rubrum)",16
12902,47.6243924679,-122.055910768,"Maple, Red (Acer rubrum)",14
12903,47.6243016385,-122.055910768,"Maple, Red (Acer rubrum)",12
12904,47.6242180176,-122.055916472,"Maple, Red (Acer rubrum)",9
12905,47.6241305519,-122.055920038,"Maple, Red (Acer rubrum)",11
12906,47.6240565424,-122.055910055,"Maple, Red (Acer rubrum)",14
12907,47.6430413353,-122.055343854,"Pear, Callery (Pyrus calleryana)",2
12908,47.6429414105,-122.055328167,"Redbud, Eastern (Cercis canadensis)",3
12909,47.6430461393,-122.055190551,"Pear, Callery (Pyrus calleryana)",4
12910,47.6430908172,-122.055229055,"Pear, Callery (Pyrus calleryana)",5
12911,47.6430922584,-122.055382358,"Pear, Callery (Pyrus calleryana)",2
12912,47.6432272525,-122.055468635,"Pear, Callery (Pyrus calleryana)",2
12913,47.6432877835,-122.055744581,"Fir, Douglas (Pseudotsuga menziesii)",11
12914,47.6432671261,-122.05577025,"Fir, Douglas (Pseudotsuga menziesii)",11
12915,47.6432522336,-122.055771676,"Fir, Douglas (Pseudotsuga menziesii)",7
12916,47.6432623221,-122.05580305,"Fir, Douglas (Pseudotsuga menziesii)",9
12917,47.6432464687,-122.055727468,"Fir, Douglas (Pseudotsuga menziesii)",15
12918,47.6432147619,-122.055784511,"Aspen, Quaking (Populus tremuloides)",8
12919,47.6432070755,-122.055749572,"Fir, Douglas (Pseudotsuga menziesii)",7
12920,47.6431878592,-122.055770963,"Aspen, Quaking (Populus tremuloides)",7
12921,47.6431758491,-122.055712494,"Fir, Douglas (Pseudotsuga menziesii)",6
12922,47.6431792119,-122.055736024,"Fir, Douglas (Pseudotsuga menziesii)",10
12923,47.6432133207,-122.055701799,"Aspen, Quaking (Populus tremuloides)",7
12924,47.6431441423,-122.055740303,"Fir, Douglas (Pseudotsuga menziesii)",8
12925,47.6431926633,-122.055682546,"Aspen, Quaking (Populus tremuloides)",13
12926,47.6431657606,-122.055646182,"Aspen, Quaking (Populus tremuloides)",20
12927,47.6431345342,-122.055698946,"Fir, Douglas (Pseudotsuga menziesii)",13
12928,47.6430860131,-122.055699659,"Fir, Douglas (Pseudotsuga menziesii)",6
12929,47.6431191612,-122.055709642,"Aspen, Quaking (Populus tremuloides)",6
12930,47.6431931437,-122.055629069,"Aspen, Quaking (Populus tremuloides)",13
12931,47.6431287693,-122.055639764,"Aspen, Quaking (Populus tremuloides)",18
12932,47.6431090726,-122.055686825,"Fir, Douglas (Pseudotsuga menziesii)",8
12933,47.6430855327,-122.055651886,"Fir, Douglas (Pseudotsuga menziesii)",12
12934,47.6430648752,-122.055666147,"Fir, Douglas (Pseudotsuga menziesii)",7
12935,47.6430768854,-122.055562043,"Aspen, Quaking (Populus tremuloides)",8
12936,47.643048061,-122.055655451,"Fir, Douglas (Pseudotsuga menziesii)",7
12937,47.6428352402,-122.055112117,"Cedar, Western Red (Thuja plicata)",45
12938,47.6430422961,-122.055040813,"Redbud, Eastern (Cercis canadensis)",1
12939,47.6428760749,-122.054965944,"Maple, Bigleaf (Acer macrophyllum)",45
12940,47.6430826503,-122.055598408,"Aspen, Quaking (Populus tremuloides)",6
12941,47.643052865,-122.055631921,"Fir, Douglas (Pseudotsuga menziesii)",7
12942,47.643022119,-122.05567399,"Aspen, Quaking (Populus tremuloides)",7
12943,47.6428626235,-122.055213368,"Cedar, Western Red (Thuja plicata)",48
12944,47.6428318773,-122.05508716,"Cedar, Western Red (Thuja plicata)",36
12945,47.6432378214,-122.055304637,"Cedar, Western Red (Thuja plicata)",30
12946,47.6429548619,-122.055000883,"Cedar, Western Red (Thuja plicata)",28
12947,47.6428755945,-122.055259002,"Cedar, Western Red (Thuja plicata)",40
12948,47.6430403744,-122.055611956,"Fir, Douglas (Pseudotsuga menziesii)",9
12949,47.6428203475,-122.055334584,"Fir, Douglas (Pseudotsuga menziesii)",24
12950,47.6432238896,-122.055390201,"Maple, Bigleaf (Acer macrophyllum)",15
12951,47.6431311713,-122.055095717,"Redbud, Eastern (Cercis canadensis)",4
12952,47.6428337989,-122.055369523,"Fir, Douglas (Pseudotsuga menziesii)",8
12953,47.6432234092,-122.055343854,"Fir, Douglas (Pseudotsuga menziesii)",24
12954,47.5878238857,-122.039317301,"Fir, Douglas (Pseudotsuga menziesii)",31
12955,47.5876508634,-122.039585188,"Fir, Douglas (Pseudotsuga menziesii)",24
12956,47.5879586489,-122.039886089,"Fir, Douglas (Pseudotsuga menziesii)",23
12957,47.5878767676,-122.039232851,"Fir, Douglas (Pseudotsuga menziesii)",23
12958,47.5876907794,-122.039637952,"Fir, Douglas (Pseudotsuga menziesii)",19
12959,47.5878619852,-122.039590892,"Fir, Douglas (Pseudotsuga menziesii)",18
12960,47.587833504,-122.039253841,"Cedar, Western Red (Thuja plicata)",21
12961,47.5878364967,-122.039463258,"Fir, Douglas (Pseudotsuga menziesii)",35
12962,47.5879235422,-122.039983063,"Fir, Douglas (Pseudotsuga menziesii)",19
12963,47.5879047865,-122.040268991,"Fir, Douglas (Pseudotsuga menziesii)",17
12964,47.5879624962,-122.0397007,"Fir, Douglas (Pseudotsuga menziesii)",28
12965,47.5878451532,-122.040276121,"Fir, Douglas (Pseudotsuga menziesii)",33
12966,47.5878961301,-122.039605153,"Fir, Douglas (Pseudotsuga menziesii)",25
12967,47.5877652141,-122.039349388,"Cedar, Western Red (Thuja plicata)",15
12968,47.5880072211,-122.040153479,"Fir, Douglas (Pseudotsuga menziesii)",27
12969,47.5880038547,-122.039724943,"Fir, Douglas (Pseudotsuga menziesii)",30
12970,47.5878783363,-122.040275408,"Fir, Douglas (Pseudotsuga menziesii)",29
12971,47.5879596107,-122.040268991,"Fir, Douglas (Pseudotsuga menziesii)",16
12972,47.5879875037,-122.039918889,"Madrone, Pacific (Arbutus menziesii)",9
12973,47.5878850691,-122.040229061,"Fir, Douglas (Pseudotsuga menziesii)",12
12974,47.5879235422,-122.040270417,"Fir, Douglas (Pseudotsuga menziesii)",27
12975,47.5879254658,-122.040229774,"Fir, Douglas (Pseudotsuga menziesii)",15
12976,47.6430160203,-122.05564686,"Fir, Douglas (Pseudotsuga menziesii)",6
12977,47.6430131379,-122.055619765,"Fir, Douglas (Pseudotsuga menziesii)",8
12978,47.6429958432,-122.055662547,"Fir, Douglas (Pseudotsuga menziesii)",6
12979,47.6429972844,-122.055639017,"Fir, Douglas (Pseudotsuga menziesii)",11
12980,47.6429963236,-122.055621191,"Fir, Douglas (Pseudotsuga menziesii)",6
12981,47.6429929607,-122.055606217,"Fir, Douglas (Pseudotsuga menziesii)",14
12982,47.6429843134,-122.055643295,"Fir, Douglas (Pseudotsuga menziesii)",7
12983,47.6429694208,-122.055627608,"Fir, Douglas (Pseudotsuga menziesii)",8
12984,47.6429756661,-122.055634026,"Fir, Douglas (Pseudotsuga menziesii)",6
12985,47.643012177,-122.055666825,"Aspen, Quaking (Populus tremuloides)",6
12986,47.6429641363,-122.055622617,"Fir, Douglas (Pseudotsuga menziesii)",6
12987,47.6429444396,-122.055619052,"Fir, Douglas (Pseudotsuga menziesii)",8
12988,47.642957891,-122.055620478,"Fir, Douglas (Pseudotsuga menziesii)",6
12989,47.6429324294,-122.055606217,"Fir, Douglas (Pseudotsuga menziesii)",8
12990,47.6429622146,-122.055608356,"Cedar, Western Red (Thuja plicata)",6
12991,47.6429410767,-122.055611209,"Fir, Douglas (Pseudotsuga menziesii)",6
12992,47.6429271449,-122.05560693,"Fir, Douglas (Pseudotsuga menziesii)",6
12993,47.6429199387,-122.05559267,"Fir, Douglas (Pseudotsuga menziesii)",9
12994,47.6428973595,-122.055521366,"Aspen, Quaking (Populus tremuloides)",6
12995,47.6428983204,-122.055569852,"Fir, Douglas (Pseudotsuga menziesii)",25
12996,47.6428901534,-122.055470027,"Fir, Douglas (Pseudotsuga menziesii)",30
12997,47.6428248178,-122.055493557,"Aspen, Quaking (Populus tremuloides)",10
12998,47.6430112162,-122.055584113,"Fir, Douglas (Pseudotsuga menziesii)",20
12999,47.6428522012,-122.055469314,"Aspen, Quaking (Populus tremuloides)",7
13000,47.6428594073,-122.055519227,"Aspen, Quaking (Populus tremuloides)",7
13001,47.6429540477,-122.055537053,"Cedar, Western Red (Thuja plicata)",30
13002,47.642970862,-122.05545434,"Madrone, Pacific (Arbutus menziesii)",8
13003,47.6429823918,-122.055493557,"Fir, Douglas (Pseudotsuga menziesii)",20
13004,47.6428382693,-122.055506392,"Aspen, Quaking (Populus tremuloides)",7
13005,47.6429862351,-122.055474305,"Fir, Douglas (Pseudotsuga menziesii)",12
13006,47.6434320514,-122.055699625,"Aspen, Quaking (Populus tremuloides)",12
13007,47.643429169,-122.055740981,"Aspen, Quaking (Populus tremuloides)",13
13008,47.6434714445,-122.055734564,"Aspen, Quaking (Populus tremuloides)",13
13009,47.6434719249,-122.055846511,"Aspen, Quaking (Populus tremuloides)",9
13010,47.6431510146,-122.055007266,"Cedar, Western Red (Thuja plicata)",23
13011,47.6431212294,-122.054991579,"Hemlock, Western (Tsuga heterophylla)",24
13012,47.6431015327,-122.054975179,"Hemlock, Western (Tsuga heterophylla)",23
13013,47.6430813557,-122.054973753,"Cedar, Western Red (Thuja plicata)",35
13014,47.6431034544,-122.054877493,"Hemlock, Western (Tsuga heterophylla)",28
13015,47.6431193078,-122.054844693,"Cedar, Western Red (Thuja plicata)",39
13016,47.6430131379,-122.05491671,"Maple, Bigleaf (Acer macrophyllum)",60
13017,47.6427695707,-122.055376619,"Aspen, Quaking (Populus tremuloides)",10
13018,47.642722971,-122.05534168,"Aspen, Quaking (Populus tremuloides)",16
13019,47.6427248926,-122.055298898,"Maple, Bigleaf (Acer macrophyllum)",15
13020,47.6428233766,-122.055259681,"Cedar, Western Red (Thuja plicata)",20
13021,47.6428185725,-122.055242568,"Cedar, Western Red (Thuja plicata)",16
13022,47.6427767769,-122.055224029,"Cedar, Western Red (Thuja plicata)",24
13023,47.6427719728,-122.055227594,"Cedar, Western Red (Thuja plicata)",6
13024,47.6427662079,-122.05519836,"Cedar, Western Red (Thuja plicata)",24
13025,47.6427527564,-122.055224742,"Cedar, Western Red (Thuja plicata)",12
