"Site ID","Latitude","Longitude","Species","DBH"
9813,47.6034269555,-122.04876794,"Fir, Douglas (Pseudotsuga menziesii)",15
9814,47.6032524352,-122.048703767,"Fir, Douglas (Pseudotsuga menziesii)",50
9815,47.6031889731,-122.048762949,"Fir, Douglas (Pseudotsuga menziesii)",13
9816,47.6031471458,-122.048728723,"Fir, Douglas (Pseudotsuga menziesii)",16
9817,47.6031389727,-122.048708758,"Fir, Douglas (Pseudotsuga menziesii)",14
9818,47.6031682999,-122.048625333,"Fir, Douglas (Pseudotsuga menziesii)",24
9819,47.6031471458,-122.048592533,"Fir, Douglas (Pseudotsuga menziesii)",46
9820,47.6031168571,-122.048533351,"Fir, Douglas (Pseudotsuga menziesii)",40
9821,47.6031101262,-122.04866241,"Fir, Douglas (Pseudotsuga menziesii)",46
9822,47.60310628,-122.048646011,"Fir, Douglas (Pseudotsuga menziesii)",40
9823,47.6030812798,-122.048578985,"Fir, Douglas (Pseudotsuga menziesii)",30
9824,47.6030500294,-122.048839244,"Plum (Prunus species)",14
9825,47.6030288753,-122.048810722,"Plum (Prunus species)",14
9826,47.603027433,-122.048544046,"Cedar, Western Red (Thuja plicata)",50
9827,47.6029822401,-122.048485577,"Fir, Douglas (Pseudotsuga menziesii)",55
9828,47.6029543551,-122.048573281,"Fir, Douglas (Pseudotsuga menziesii)",55
9829,47.6031610883,-122.048365787,"Pine (Pinus species)",14
9830,47.6029957018,-122.048302327,"Fir, Douglas (Pseudotsuga menziesii)",16
9831,47.6032181133,-122.048101092,"Fir, Douglas (Pseudotsuga menziesii)",60
9832,47.6031505646,-122.048188161,"Fir, Douglas (Pseudotsuga menziesii)",40
9833,47.6029311176,-122.048846295,"Plum (Prunus species)",10
9834,47.602872089,-122.048811277,"Plum (Prunus species)",10
9835,47.6028116714,-122.048771109,"Plum (Prunus species)",18
9836,47.6027047251,-122.048866894,"Plum (Prunus species)",18
9837,47.6026477796,-122.048810247,"Ash (Fraxinus species)",18
9838,47.6026311126,-122.048838055,"Ash (Fraxinus species)",18
9839,47.6026366683,-122.048907062,"Maple, Japanese (Acer palmatum)",8
9840,47.6023804127,-122.04875978,"Plum (Prunus species)",12
9841,47.6023130499,-122.048873073,"Spruce (Picea species)",40
9842,47.6022220752,-122.048825696,"Cedar, Deodar (Cedrus deodara)",30
9843,47.6022790212,-122.048709313,"Willow (Salix species)",33
9844,47.6024290249,-122.048919421,"Plum (Prunus species)",8
9845,47.6023818016,-122.048906032,"Plum (Prunus species)",8
9846,47.6024380529,-122.048505384,"Plum (Prunus species)",10
9847,47.6024644424,-122.04839827,"Plum (Prunus species)",8
9848,47.6022873548,-122.04731065,"Fir, Douglas (Pseudotsuga menziesii)",50
9849,47.6033049796,-122.047996042,"Fir, Douglas (Pseudotsuga menziesii)",28
9850,47.6028097817,-122.047258761,"Fir, Douglas (Pseudotsuga menziesii)",45
9851,47.6031242089,-122.047625263,"Fir, Douglas (Pseudotsuga menziesii)",80
9852,47.6036194039,-122.047509751,"Fir, Douglas (Pseudotsuga menziesii)",38
9853,47.6027593001,-122.047079789,"Fir, Douglas (Pseudotsuga menziesii)",47
9854,47.6029064178,-122.047337909,"Fir, Douglas (Pseudotsuga menziesii)",29
9855,47.6033285375,-122.047730792,"Fir, Douglas (Pseudotsuga menziesii)",25
9856,47.6028424745,-122.047082641,"Fir, Douglas (Pseudotsuga menziesii)",40
9857,47.6028722826,-122.047127563,"Fir, Douglas (Pseudotsuga menziesii)",17
9858,47.6029242065,-122.047058398,"Fir, Douglas (Pseudotsuga menziesii)",45
9859,47.6028121856,-122.047387821,"Cedar, Western Red (Thuja plicata)",30
9860,47.6033270951,-122.047908338,"Fir, Douglas (Pseudotsuga menziesii)",30
9861,47.6031977673,-122.047408499,"Fir, Douglas (Pseudotsuga menziesii)",60
9862,47.6035963269,-122.047473386,"Fir, Douglas (Pseudotsuga menziesii)",30
9863,47.6033669992,-122.04773507,"Fir, Douglas (Pseudotsuga menziesii)",45
9864,47.6028391091,-122.047193162,"Fir, Douglas (Pseudotsuga menziesii)",40
9865,47.6028862252,-122.047292274,"Fir, Douglas (Pseudotsuga menziesii)",25
9866,47.6028165126,-122.047048415,"Fir, Douglas (Pseudotsuga menziesii)",40
9867,47.602953053,-122.047096189,"Fir, Douglas (Pseudotsuga menziesii)",20
9868,47.6028987253,-122.04711758,"Fir, Douglas (Pseudotsuga menziesii)",22
9869,47.6032785371,-122.047789974,"Fir, Douglas (Pseudotsuga menziesii)",30
9870,47.6027924737,-122.047335056,"Cedar, Western Red (Thuja plicata)",30
9871,47.6029525722,-122.047394239,"Fir, Douglas (Pseudotsuga menziesii)",70
9872,47.6035631538,-122.047419195,"Fir, Douglas (Pseudotsuga menziesii)",36
9873,47.6034261341,-122.047666619,"Fir, Douglas (Pseudotsuga menziesii)",35
9874,47.6030823815,-122.047120432,"Fir, Douglas (Pseudotsuga menziesii)",40
9875,47.6028804558,-122.047163214,"Fir, Douglas (Pseudotsuga menziesii)",22
9876,47.6028309359,-122.047289422,"Fir, Douglas (Pseudotsuga menziesii)",37
9877,47.6030352656,-122.047208849,"Fir, Douglas (Pseudotsuga menziesii)",33
9878,47.6028746865,-122.04708478,"Fir, Douglas (Pseudotsuga menziesii)",38
9879,47.6030823815,-122.047109024,"Fir, Douglas (Pseudotsuga menziesii)",35
9880,47.6031794979,-122.047034155,"Fir, Douglas (Pseudotsuga menziesii)",21
9881,47.6030746891,-122.04707765,"Fir, Douglas (Pseudotsuga menziesii)",30
9882,47.6031977673,-122.046995651,"Fir, Douglas (Pseudotsuga menziesii)",18
9883,47.603166517,-122.047097615,"Fir, Douglas (Pseudotsuga menziesii)",30
9884,47.6032395945,-122.046922208,"Fir, Douglas (Pseudotsuga menziesii)",25
9885,47.6035496922,-122.0473101,"Fir, Douglas (Pseudotsuga menziesii)",30
9886,47.6471681265,-122.086612253,"Maple, Bigleaf (Acer macrophyllum)",15
9887,47.6474505828,-122.08699658,"Ash (Fraxinus species)",8
9888,47.6471618817,-122.086841138,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
9889,47.6471633228,-122.086868234,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",20
9890,47.6471556369,-122.08684399,"Ash (Fraxinus species)",8
9891,47.6471517939,-122.086814756,"Ash (Fraxinus species)",8
9892,47.647103757,-122.08676413,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",18
9893,47.6471119233,-122.086720635,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",18
9894,47.6471354614,-122.086789799,"Ash (Fraxinus species)",18
9895,47.6470422696,-122.08674773,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",25
9896,47.6470211333,-122.086709939,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",6
9897,47.6470206529,-122.086737035,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",7
9898,47.6470475537,-122.086694252,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",7
9899,47.6470158492,-122.08667714,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",7
9900,47.6470105652,-122.086670009,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
9901,47.6469884681,-122.086697105,"Ash (Fraxinus species)",18
9902,47.6469812625,-122.086703522,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
9903,47.6469673318,-122.086725626,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",28
9904,47.6469851055,-122.086742026,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",20
9905,47.6469481169,-122.0866914,"Ash (Fraxinus species)",8
9906,47.6469346665,-122.08671707,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",22
9907,47.6469188143,-122.086684983,"Ash (Fraxinus species)",7
9908,47.646906805,-122.086673574,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
9909,47.6468962368,-122.086675713,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",33
9910,47.6468919135,-122.0866914,"Alder, Red (Alnus rubra)",28
9911,47.6468976779,-122.086684983,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",8
9912,47.6468851883,-122.086646479,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",20
9913,47.6468751005,-122.086647905,"Ash (Fraxinus species)",8
9914,47.6468395529,-122.086630792,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",8
9915,47.6471425299,-122.086627685,"Maple, Bigleaf (Acer macrophyllum)",13
9916,47.6471237955,-122.086614851,"Ash (Fraxinus species)",35
9917,47.6470973751,-122.086604155,"Maple, Bigleaf (Acer macrophyllum)",35
9918,47.6470651903,-122.086630538,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",38
9919,47.6470512596,-122.086631251,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",28
9920,47.6470743174,-122.086597738,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",28
9921,47.647045773,-122.086584736,"Ash (Fraxinus species)",8
9922,47.6470380871,-122.086570475,"Ash (Fraxinus species)",8
9923,47.6470227152,-122.086564771,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",10
9924,47.646933462,-122.08654117,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",12
9925,47.6469065612,-122.086569692,"Madrone, Pacific (Arbutus menziesii)",8
9926,47.6469003164,-122.086562561,"Madrone, Pacific (Arbutus menziesii)",10
9927,47.6468815819,-122.086531901,"Ash (Fraxinus species)",8
9928,47.6471789312,-122.086570405,"Spruce, Norway (Picea abies)",8
9929,47.6471553931,-122.086561135,"Spruce, Norway (Picea abies)",6
9930,47.6471395409,-122.086571831,"Maple, Bigleaf (Acer macrophyllum)",20
9931,47.6471255913,-122.086539962,"Spruce, Norway (Picea abies)",6
9932,47.6470943862,-122.08655757,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",40
9933,47.6470833377,-122.086566127,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
9934,47.647117425,-122.086536397,"Spruce, Norway (Picea abies)",6
9935,47.6470833187,-122.086535684,"Ash (Fraxinus species)",8
9936,47.6470765936,-122.086554936,"Ash (Fraxinus species)",6
9937,47.6485215454,-122.087579353,"Ash (Fraxinus species)",8
9938,47.6485013705,-122.087577927,"Ash (Fraxinus species)",10
9939,47.6484687062,-122.087541562,"Alder, Red (Alnus rubra)",18
9940,47.6484466097,-122.087515179,"Alder, Red (Alnus rubra)",18
9941,47.6484326794,-122.087472397,"Ash (Fraxinus species)",8
9942,47.6484182687,-122.087424624,"Ash (Fraxinus species)",8
9943,47.6482390949,-122.087265616,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",12
9944,47.6481852947,-122.087200017,"Alder, Red (Alnus rubra)",6
9945,47.6481655999,-122.0871772,"Alder, Red (Alnus rubra)",6
9946,47.6481439837,-122.087148678,"Alder, Red (Alnus rubra)",7
9947,47.6481262104,-122.087131565,"Alder, Red (Alnus rubra)",7
9948,47.6480743314,-122.087058835,"Alder, Red (Alnus rubra)",15
9949,47.6480757725,-122.087043862,"Alder, Red (Alnus rubra)",15
9950,47.6479547215,-122.086859898,"Ash (Fraxinus species)",17
9951,47.6479398302,-122.086852768,"Ash (Fraxinus species)",12
9952,47.6478221414,-122.086743673,"Ash (Fraxinus species)",15
9953,47.6478817064,-122.08687202,"Maple, Bigleaf (Acer macrophyllum)",21
9954,47.647788516,-122.086695899,"Ash (Fraxinus species)",14
9955,47.6477769872,-122.086682352,"Ash (Fraxinus species)",6
9956,47.6477404796,-122.086665952,"Ash (Fraxinus species)",6
9957,47.6477010897,-122.086653117,"Alder, Red (Alnus rubra)",10
9958,47.6494011406,-122.089218263,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",26
9959,47.6035724966,-122.047237735,"Fir, Douglas (Pseudotsuga menziesii)",35
9960,47.6036037466,-122.047233615,"Fir, Douglas (Pseudotsuga menziesii)",20
9961,47.6036259689,-122.047255244,"Fir, Douglas (Pseudotsuga menziesii)",15
9962,47.6036322189,-122.047250094,"Fir, Douglas (Pseudotsuga menziesii)",18
9963,47.6036787467,-122.047233615,"Fir, Douglas (Pseudotsuga menziesii)",18
9964,47.6034718019,-122.047297472,"Fir, Douglas (Pseudotsuga menziesii)",38
9965,47.6034343018,-122.047233615,"Fir, Douglas (Pseudotsuga menziesii)",45
9966,47.6034634685,-122.047169759,"Fir, Douglas (Pseudotsuga menziesii)",36
9967,47.603437774,-122.047112082,"Fir, Douglas (Pseudotsuga menziesii)",45
9968,47.6034815242,-122.047073974,"Fir, Douglas (Pseudotsuga menziesii)",30
9969,47.6035495799,-122.047053375,"Fir, Douglas (Pseudotsuga menziesii)",40
9970,47.6036565244,-122.04696377,"Fir, Douglas (Pseudotsuga menziesii)",40
9971,47.6036238855,-122.046750572,"Fir, Douglas (Pseudotsuga menziesii)",50
9972,47.60364958,-122.046549733,"Fir, Douglas (Pseudotsuga menziesii)",28
9973,47.6034773575,-122.046833997,"Fir, Douglas (Pseudotsuga menziesii)",38
9974,47.6034613852,-122.046680536,"Fir, Douglas (Pseudotsuga menziesii)",35
9975,47.6034808297,-122.046582691,"Fir, Douglas (Pseudotsuga menziesii)",36
9976,47.6034495796,-122.046626979,"Fir, Douglas (Pseudotsuga menziesii)",40
9977,47.6036072189,-122.046584751,"Fir, Douglas (Pseudotsuga menziesii)",45
9978,47.6034863853,-122.046722763,"Fir, Douglas (Pseudotsuga menziesii)",40
9979,47.6035301354,-122.046547673,"Fir, Douglas (Pseudotsuga menziesii)",40
9980,47.6035447188,-122.046626979,"Fir, Douglas (Pseudotsuga menziesii)",40
9981,47.6034322184,-122.04660123,"Fir, Douglas (Pseudotsuga menziesii)",12
9982,47.6034426351,-122.046567242,"Fir, Douglas (Pseudotsuga menziesii)",25
9983,47.6034023572,-122.04643232,"Fir, Douglas (Pseudotsuga menziesii)",40
9984,47.6034308295,-122.046360224,"Fir, Douglas (Pseudotsuga menziesii)",15
9985,47.6034912464,-122.046343744,"Fir, Douglas (Pseudotsuga menziesii)",14
9986,47.6034370796,-122.046334475,"Fir, Douglas (Pseudotsuga menziesii)",23
9987,47.6034495796,-122.046397301,"Fir, Douglas (Pseudotsuga menziesii)",37
9988,47.6033231901,-122.04642614,"Fir, Douglas (Pseudotsuga menziesii)",40
9989,47.6034044405,-122.046554883,"Fir, Douglas (Pseudotsuga menziesii)",40
9990,47.647547403,-122.08652318,"Spruce, Norway (Picea abies)",14
9991,47.6475541281,-122.086512484,"Spruce, Norway (Picea abies)",14
9992,47.6475425993,-122.086491806,"Spruce, Norway (Picea abies)",6
9993,47.6475493244,-122.086484676,"Pine (Pinus species)",14
9994,47.6475339527,-122.086505354,"Spruce, Norway (Picea abies)",8
9995,47.6475368349,-122.086492519,"Spruce, Norway (Picea abies)",17
9996,47.6475272276,-122.086507493,"Pine (Pinus species)",13
9997,47.6475339527,-122.086528884,"Maple, Bigleaf (Acer macrophyllum)",13
9998,47.6475267472,-122.086543145,"Alder, Red (Alnus rubra)",10
9999,47.6475161792,-122.086531023,"Pine (Pinus species)",15
10000,47.6475209828,-122.086526032,"Pine (Pinus species)",13
10001,47.6475161792,-122.086541719,"Spruce, Norway (Picea abies)",8
10002,47.6475262669,-122.086553128,"Aspen, Quaking (Populus tremuloides)",10
10003,47.6475142577,-122.086551701,"Spruce, Norway (Picea abies)",18
10004,47.6475281883,-122.086562397,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",6
10005,47.6475176203,-122.086547423,"Spruce, Norway (Picea abies)",14
10006,47.6474633389,-122.086422642,"Spruce, Norway (Picea abies)",12
10007,47.6474441243,-122.086404816,"Spruce, Norway (Picea abies)",7
10008,47.6474373991,-122.086399111,"Spruce, Norway (Picea abies)",10
10009,47.6474249096,-122.08640339,"Fir, Balsam (Abies balsamea)",7
10010,47.6474157826,-122.086406955,"Spruce, Norway (Picea abies)",18
10011,47.6474143415,-122.086392694,"Spruce, Norway (Picea abies)",14
10012,47.6473994501,-122.086422642,"Spruce, Norway (Picea abies)",14
10013,47.6474008912,-122.086401964,"Spruce, Norway (Picea abies)",14
10014,47.6473999305,-122.086384851,"Spruce, Norway (Picea abies)",8
10015,47.6473869606,-122.086412659,"Aspen, Quaking (Populus tremuloides)",6
10016,47.6473951268,-122.086380573,"Spruce, Norway (Picea abies)",6
10017,47.6473869606,-122.086426207,"Pine (Pinus species)",18
10018,47.6472654275,-122.086328521,"Alder, Red (Alnus rubra)",15
10019,47.6471828041,-122.086230122,"Fir, Balsam (Abies balsamea)",10
10020,47.6471453353,-122.086246521,"Alder, Red (Alnus rubra)",10
10021,47.6471482176,-122.086235113,"Alder, Red (Alnus rubra)",14
10022,47.6470771228,-122.086186626,"Alder, Red (Alnus rubra)",8
10023,47.647153982,-122.086257217,"Alder, Red (Alnus rubra)",8
10024,47.6470905732,-122.08620873,"Alder, Red (Alnus rubra)",16
10025,47.6470257232,-122.086173079,"Alder, Red (Alnus rubra)",18
10026,47.6470679958,-122.0862016,"Alder, Red (Alnus rubra)",18
10027,47.6471703145,-122.086222991,"Fir, Balsam (Abies balsamea)",12
10028,47.6471535016,-122.086242956,"Alder, Red (Alnus rubra)",8
10029,47.6469186005,-122.086078245,"Fir, Balsam (Abies balsamea)",18
10030,47.6469099538,-122.086110331,"Alder, Red (Alnus rubra)",8
10031,47.6026429923,-122.046903338,"Fir, Douglas (Pseudotsuga menziesii)",50
10032,47.6033381455,-122.046546101,"Fir, Douglas (Pseudotsuga menziesii)",40
10033,47.6033275686,-122.046509737,"Fir, Douglas (Pseudotsuga menziesii)",20
10034,47.603299203,-122.046471946,"Fir, Douglas (Pseudotsuga menziesii)",36
10035,47.6032400679,-122.046276573,"Cedar, Western Red (Thuja plicata)",36
10036,47.6034333383,-122.046683718,"Fir, Douglas (Pseudotsuga menziesii)",14
10037,47.6034054536,-122.046784969,"Fir, Douglas (Pseudotsuga menziesii)",26
10038,47.603354011,-122.046716517,"Fir, Douglas (Pseudotsuga menziesii)",28
10039,47.6033535303,-122.046727926,"Fir, Douglas (Pseudotsuga menziesii)",24
10040,47.603278049,-122.046705822,"Fir, Douglas (Pseudotsuga menziesii)",45
10041,47.6032097792,-122.046577475,"Fir, Douglas (Pseudotsuga menziesii)",55
10042,47.6033189147,-122.046913316,"Fir, Douglas (Pseudotsuga menziesii)",48
10043,47.6032982415,-122.046874099,"Fir, Douglas (Pseudotsuga menziesii)",15
10044,47.60330353,-122.046966794,"Fir, Douglas (Pseudotsuga menziesii)",45
10045,47.6032126639,-122.046852708,"Fir, Douglas (Pseudotsuga menziesii)",50
10046,47.6031943945,-122.046803508,"Fir, Douglas (Pseudotsuga menziesii)",45
10047,47.6030948743,-122.04686982,"Fir, Douglas (Pseudotsuga menziesii)",45
10048,47.6030573739,-122.046874099,"Fir, Douglas (Pseudotsuga menziesii)",30
10049,47.6030573739,-122.046780691,"Fir, Douglas (Pseudotsuga menziesii)",30
10050,47.6029919885,-122.046923298,"Fir, Douglas (Pseudotsuga menziesii)",20
10051,47.6030073733,-122.046839873,"Fir, Douglas (Pseudotsuga menziesii)",25
10052,47.60299295,-122.04676643,"Fir, Douglas (Pseudotsuga menziesii)",30
10053,47.6029641035,-122.046869107,"Fir, Douglas (Pseudotsuga menziesii)",40
10054,47.6029698728,-122.046699405,"Fir, Douglas (Pseudotsuga menziesii)",45
10055,47.6028794869,-122.046718657,"Fir, Douglas (Pseudotsuga menziesii)",55
10056,47.6028371786,-122.046729352,"Fir, Douglas (Pseudotsuga menziesii)",60
10057,47.6028371786,-122.046787108,"Fir, Douglas (Pseudotsuga menziesii)",40
10058,47.6029044873,-122.046406346,"Cedar, Western Red (Thuja plicata)",20
10059,47.602622271,-122.046809212,"Fir, Douglas (Pseudotsuga menziesii)",45
10060,47.6028862178,-122.046847003,"Fir, Douglas (Pseudotsuga menziesii)",45
10061,47.6471126213,-122.086530692,"Spruce, Norway (Picea abies)",8
10062,47.647069388,-122.086525701,"Ash (Fraxinus species)",16
10063,47.6470588199,-122.086554223,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",28
10064,47.6471073372,-122.086529266,"Spruce, Norway (Picea abies)",7
10065,47.6470655451,-122.086541388,"Maple, Bigleaf (Acer macrophyllum)",7
10066,47.6471015728,-122.086527127,"Spruce, Norway (Picea abies)",7
10067,47.6470573788,-122.086526414,"Ash (Fraxinus species)",7
10068,47.6470958084,-122.086517145,"Spruce, Norway (Picea abies)",6
10069,47.6470876421,-122.086510727,"Spruce, Norway (Picea abies)",15
10070,47.6471270324,-122.086597718,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
10071,47.6471342379,-122.086589162,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
10072,47.6471227091,-122.086574188,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
10073,47.6471130248,-122.086565484,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
10074,47.6470765167,-122.086586162,"Maple, Bigleaf (Acer macrophyllum)",6
10075,47.6470462533,-122.086556927,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
10076,47.6470395282,-122.086544093,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",37
10077,47.6470462533,-122.08653411,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",8
10078,47.6470438515,-122.08651058,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",15
10079,47.6469631492,-122.086576893,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
10080,47.6470549,-122.086488476,"Spruce, Norway (Picea abies)",6
10081,47.6470476945,-122.086482772,"Spruce, Norway (Picea abies)",8
10082,47.6470265582,-122.086527693,"Maple, Bigleaf (Acer macrophyllum)",28
10083,47.6470255974,-122.086546232,"Fir, Douglas (Pseudotsuga menziesii)",20
10084,47.6470169508,-122.086541241,"Fir, Douglas (Pseudotsuga menziesii)",20
10085,47.6470111863,-122.086546945,"Maple, Bigleaf (Acer macrophyllum)",20
10086,47.647032803,-122.086488476,"Spruce, Norway (Picea abies)",6
10087,47.6469948537,-122.086514858,"Maple, Bigleaf (Acer macrophyllum)",9
10088,47.6469886089,-122.086491328,"Fir, Douglas (Pseudotsuga menziesii)",30
10089,47.6469741978,-122.086482772,"Fir, Douglas (Pseudotsuga menziesii)",37
10090,47.6469621885,-122.086489902,"Fir, Douglas (Pseudotsuga menziesii)",35
10091,47.6469516203,-122.086484198,"Maple, Bigleaf (Acer macrophyllum)",20
10092,47.6469487381,-122.086436424,"Spruce, Norway (Picea abies)",10
10093,47.6469357681,-122.086426442,"Spruce, Norway (Picea abies)",6
10094,47.6469276018,-122.086422163,"Spruce, Norway (Picea abies)",8
10095,47.6469141514,-122.086407903,"Spruce, Norway (Picea abies)",8
10096,47.6468766824,-122.086479919,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
10097,47.6468598693,-122.086469937,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",20
10098,47.6468814861,-122.086392929,"Spruce, Norway (Picea abies)",8
10099,47.6468502619,-122.086361555,"Spruce, Norway (Picea abies)",10
10100,47.64682192,-122.086337312,"Spruce, Norway (Picea abies)",6
10101,47.6467834902,-122.086317347,"Spruce, Norway (Picea abies)",8
10102,47.6467474622,-122.086295243,"Spruce, Norway (Picea abies)",12
10103,47.6468565067,-122.086527693,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",15
10104,47.6468070284,-122.086614683,"Aspen, Quaking (Populus tremuloides)",7
10105,47.6468267237,-122.086513432,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",7
10106,47.6468199985,-122.086473502,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",10
10107,47.6467854116,-122.086604701,"Alder, Red (Alnus rubra)",8
10108,47.6467508248,-122.086582597,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",12
10109,47.6467873331,-122.08654338,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",25
10110,47.6467815686,-122.086538388,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",6
10111,47.6467311295,-122.086530545,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",45
10112,47.6467191201,-122.08651771,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",35
10113,47.6467119145,-122.086520563,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",23
10114,47.6467628341,-122.086464233,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",33
10115,47.6467171986,-122.086499171,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",7
10116,47.6467018267,-122.086508441,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",40
10117,47.646666279,-122.086474215,"Alder, Red (Alnus rubra)",6
10118,47.6466672398,-122.086492754,"Alder, Red (Alnus rubra)",6
10119,47.6466172809,-122.086468511,"Alder, Red (Alnus rubra)",12
10120,47.6465841351,-122.086436424,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",38
10121,47.6463895831,-122.086229643,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",30
10122,47.6463444276,-122.08619827,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",20
10123,47.6464784526,-122.086256026,"Plum (Prunus species)",8
10124,47.6465024713,-122.086299521,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",40
10125,47.6465231275,-122.086243191,"Fir, Douglas (Pseudotsuga menziesii)",28
10126,47.6465202452,-122.086327329,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",8
10127,47.6465384995,-122.086351573,"Alder, Red (Alnus rubra)",7
10128,47.646555793,-122.086319486,"Plum (Prunus species)",6
10129,47.6465629986,-122.086283121,"Maple, Bigleaf (Acer macrophyllum)",24
10130,47.6465947033,-122.086289538,"Ash (Fraxinus species)",10
10131,47.6465721257,-122.086345868,"Fir, Douglas (Pseudotsuga menziesii)",28
10132,47.6465764491,-122.086361555,"Fir, Douglas (Pseudotsuga menziesii)",20
10133,47.646494305,-122.086224652,"Fir, Douglas (Pseudotsuga menziesii)",23
10134,47.646486619,-122.086143366,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",27
10135,47.6464107196,-122.086143366,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",70
10136,47.6464313758,-122.086130531,"Fir, Douglas (Pseudotsuga menziesii)",26
10137,47.6467782061,-122.086501311,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",10
10138,47.6468079892,-122.086576179,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",8
10139,47.6468300863,-122.086551936,"Plum (Prunus species)",10
10140,47.6468344096,-122.086588301,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",15
10141,47.6467527463,-122.086513432,"Cottonwood, Black (Populus balsamifera ssp. trichocarpa)",27
10142,47.6468949365,-122.086049958,"Fir, Balsam (Abies balsamea)",18
10143,47.6468939757,-122.086089888,"Alder, Red (Alnus rubra)",6
10144,47.6468771627,-122.08606921,"Alder, Red (Alnus rubra)",6
10145,47.6468622712,-122.086063506,"Alder, Red (Alnus rubra)",6
10146,47.6468512226,-122.086039975,"Maple, Bigleaf (Acer macrophyllum)",20
10147,47.6468411348,-122.086047106,"Maple, Bigleaf (Acer macrophyllum)",20
10148,47.6468420956,-122.086027141,"Maple, Bigleaf (Acer macrophyllum)",20
10149,47.6468161555,-122.08603641,"Maple, Bigleaf (Acer macrophyllum)",15
10150,47.6468151947,-122.086040688,"Alder, Red (Alnus rubra)",11
10151,47.6467969406,-122.085977941,"Spruce, Norway (Picea abies)",8
10152,47.646778206,-122.085965106,"Spruce, Norway (Picea abies)",12
10153,47.646761393,-122.085953698,"Spruce, Norway (Picea abies)",8
